lemmata EN;bn:id;wn_synset;Column4;description;confidence
performance_dance;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
dance_theatre;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
dance_theater;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
scenic_dance;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
ballets;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
1939_ballet_premieres;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
20th_century_concert_dance;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
ballett;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
performance_dances;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
show_dance;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
2011_ballet_premieres;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
1914_ballet_premieres;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
1940_ballet_premieres;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
stage_dance;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
ballet_competitions;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
ballet_dance;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
showdance;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
un/locode:inblt;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
classical_dance;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
ballet_schools;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
ballet_characters;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
balletomanes;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
ballet_dancing;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
dance_performance;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
1915_ballet_premieres;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
ballet_teachers;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
concert_dancer;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
balet;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
1916_ballet_premieres;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
balletto;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
1938_ballet_premieres;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
balletti;bn:00008165n;wn:528667n;A;a theatrical representation of a story that is performed to music by trained dancers;1.0
bandwagon;bn:00008324n;wn:2787120n;A;a large ornate wagon for carrying a musical band;1.0000001192092896
bandstand;bn:00008321n;wn:2786984n;A;a platform where a (brass) band can play in the open air;1.0000001192092896
stand;bn:00008321n;wn:2786984n;A;a platform where a (brass) band can play in the open air;1.0000001192092896
outdoor_stage;bn:00008321n;wn:2786984n;A;a platform where a (brass) band can play in the open air;1.0000001192092896
band_stand;bn:00008321n;wn:2786984n;A;a platform where a (brass) band can play in the open air;1.0000001192092896
bandshell;bn:00008321n;wn:2786984n;A;a platform where a (brass) band can play in the open air;1.0000001192092896
music_kiosk;bn:00008321n;wn:2786984n;A;a platform where a (brass) band can play in the open air;1.0000001192092896
bandstands;bn:00008321n;wn:2786984n;A;a platform where a (brass) band can play in the open air;1.0000001192092896
band_rotunda;bn:00008321n;wn:2786984n;A;a platform where a (brass) band can play in the open air;1.0000001192092896
banjo;bn:00008361n;wn:2787622n;A;a stringed instrument of the guitar family that has long neck and circular body;1.0000001192092896
tenor_banjo;bn:00008361n;wn:2787622n;A;a stringed instrument of the guitar family that has long neck and circular body;1.0000001192092896
4-string_banjo;bn:00008361n;wn:2787622n;A;a stringed instrument of the guitar family that has long neck and circular body;1.0000001192092896
benjo;bn:00008361n;wn:2787622n;A;a stringed instrument of the guitar family that has long neck and circular body;1.0000001192092896
5-string_banjo;bn:00008361n;wn:2787622n;A;a stringed instrument of the guitar family that has long neck and circular body;1.0000001192092896
open_back_banjo;bn:00008361n;wn:2787622n;A;a stringed instrument of the guitar family that has long neck and circular body;1.0000001192092896
banjo_string;bn:00008361n;wn:2787622n;A;a stringed instrument of the guitar family that has long neck and circular body;1.0000001192092896
four-string_banjo;bn:00008361n;wn:2787622n;A;a stringed instrument of the guitar family that has long neck and circular body;1.0000001192092896
🪕;bn:00008361n;wn:2787622n;A;a stringed instrument of the guitar family that has long neck and circular body;1.0000001192092896
banjer;bn:00008361n;wn:2787622n;A;a stringed instrument of the guitar family that has long neck and circular body;1.0000001192092896
electric_banjo;bn:00008361n;wn:2787622n;A;a stringed instrument of the guitar family that has long neck and circular body;1.0000001192092896
classic_banjo;bn:00008361n;wn:2787622n;A;a stringed instrument of the guitar family that has long neck and circular body;1.0000001192092896
five-string_banjo;bn:00008361n;wn:2787622n;A;a stringed instrument of the guitar family that has long neck and circular body;1.0000001192092896
banjos;bn:00008361n;wn:2787622n;A;a stringed instrument of the guitar family that has long neck and circular body;1.0000001192092896
fingerpicking_banjo;bn:00008361n;wn:2787622n;A;a stringed instrument of the guitar family that has long neck and circular body;1.0000001192092896
stealth_banjo;bn:00008361n;wn:2787622n;A;a stringed instrument of the guitar family that has long neck and circular body;1.0000001192092896
bark;bn:00008597n;wn:7376621n;T;the sound made by a dog;1.0000001192092896
dog_barking;bn:00008597n;wn:7376621n;T;the sound made by a dog;1.0000001192092896
woof;bn:00008597n;wn:7376621n;T;the sound made by a dog;1.0000001192092896
yelp;bn:00008597n;wn:7376621n;T;the sound made by a dog;1.0000001192092896
wuff;bn:00008597n;wn:7376621n;T;the sound made by a dog;1.0000001192092896
dog_bark;bn:00008597n;wn:7376621n;T;the sound made by a dog;1.0000001192092896
barn_dance;bn:00008615n;wn:7449452n;A;a dance party featuring country dancing;1.0000001192092896
barndance;bn:00008615n;wn:7449452n;A;a dance party featuring country dancing;1.0000001192092896
bass;bn:00008917n;wn:2803349n;T;the member with the lowest range of a family of musical instruments;1.0000001192092896
bass_instrument;bn:00008917n;wn:2803349n;T;the member with the lowest range of a family of musical instruments;1.0000001192092896
basso_profundo;bn:00008941n;wn:6872479n;A;a very deep bass voice;1.0
basso_profondo;bn:00008941n;wn:6872479n;A;a very deep bass voice;1.0
oktavist;bn:00008941n;wn:6872479n;A;a very deep bass voice;1.0
low_bass;bn:00008941n;wn:6872479n;A;a very deep bass voice;1.0
russian_bass;bn:00008941n;wn:6872479n;A;a very deep bass voice;1.0
deep_bass;bn:00008941n;wn:6872479n;A;a very deep bass voice;1.0
octavist;bn:00008941n;wn:6872479n;A;a very deep bass voice;1.0
bassoon;bn:00008942n;wn:2804610n;A;"a double-reed instrument; the tenor of the oboe family";0.9999999403953552
buffet_system;bn:00008942n;wn:2804610n;A;"a double-reed instrument; the tenor of the oboe family";0.9999999403953552
fagotte;bn:00008942n;wn:2804610n;A;"a double-reed instrument; the tenor of the oboe family";0.9999999403953552
french_bassoon;bn:00008942n;wn:2804610n;A;"a double-reed instrument; the tenor of the oboe family";0.9999999403953552
fagotti;bn:00008942n;wn:2804610n;A;"a double-reed instrument; the tenor of the oboe family";0.9999999403953552
fagotto;bn:00008942n;wn:2804610n;A;"a double-reed instrument; the tenor of the oboe family";0.9999999403953552
bassoons;bn:00008942n;wn:2804610n;A;"a double-reed instrument; the tenor of the oboe family";0.9999999403953552
baßoon;bn:00008942n;wn:2804610n;A;"a double-reed instrument; the tenor of the oboe family";0.9999999403953552
fagott;bn:00008942n;wn:2804610n;A;"a double-reed instrument; the tenor of the oboe family";0.9999999403953552
pancake_key;bn:00008942n;wn:2804610n;A;"a double-reed instrument; the tenor of the oboe family";0.9999999403953552
fagot;bn:00008942n;wn:2804610n;A;"a double-reed instrument; the tenor of the oboe family";0.9999999403953552
basoonist;bn:00008942n;wn:2804610n;A;"a double-reed instrument; the tenor of the oboe family";0.9999999403953552
basoon;bn:00008942n;wn:2804610n;A;"a double-reed instrument; the tenor of the oboe family";0.9999999403953552
heckel_system;bn:00008942n;wn:2804610n;A;"a double-reed instrument; the tenor of the oboe family";0.9999999403953552
tuba;bn:00008924n;wn:2804252n;T;the lowest brass wind instrument;1.0
sousaphone;bn:00008924n;wn:2804252n;T;the lowest brass wind instrument;1.0
bass_horn;bn:00008924n;wn:2804252n;T;the lowest brass wind instrument;1.0
bass_tuba;bn:00008924n;wn:2804252n;T;the lowest brass wind instrument;1.0
serpent;bn:00008924n;wn:2804252n;T;the lowest brass wind instrument;1.0
bombardone;bn:00008924n;wn:2804252n;T;the lowest brass wind instrument;1.0
contrabass_tuba;bn:00008924n;wn:2804252n;T;the lowest brass wind instrument;1.0
sousaphonist;bn:00008924n;wn:2804252n;T;the lowest brass wind instrument;1.0
brass_bass;bn:00008924n;wn:2804252n;T;the lowest brass wind instrument;1.0
jazz_tuba;bn:00008924n;wn:2804252n;T;the lowest brass wind instrument;1.0
susaphone;bn:00008924n;wn:2804252n;T;the lowest brass wind instrument;1.0
sousaphon;bn:00008924n;wn:2804252n;T;the lowest brass wind instrument;1.0
bay;bn:00009213n;wn:7376836n;T;the sound of a hound on the scent;1.0
bawling;bn:00009210n;wn:868799n;L;loud cries made while weeping;1.0000001192092896
wailing;bn:00009210n;wn:868799n;L;loud cries made while weeping;1.0000001192092896
shouter;bn:00009208n;wn:10533983n;S;someone who communicates vocally in a very loud voice;1.0000001192092896
bellower;bn:00009208n;wn:10533983n;S;someone who communicates vocally in a very loud voice;1.0000001192092896
yeller;bn:00009208n;wn:10533983n;S;someone who communicates vocally in a very loud voice;1.0000001192092896
bawler;bn:00009208n;wn:10533983n;S;someone who communicates vocally in a very loud voice;1.0000001192092896
roarer;bn:00009208n;wn:10533983n;S;someone who communicates vocally in a very loud voice;1.0000001192092896
screamer;bn:00009208n;wn:10533983n;S;someone who communicates vocally in a very loud voice;1.0
screecher;bn:00009208n;wn:10533983n;S;someone who communicates vocally in a very loud voice;1.0
beat;bn:00009399n;wn:7376937n;T;the sound of stroke or blow;1.0
beat;bn:00009397n;wn:11477710n;A;"a single pulsation of an oscillation produced by adding two waves of different frequencies; has a frequency equal to the difference between the two oscillations";1.0
beat_frequency;bn:00009397n;wn:11477710n;A;"a single pulsation of an oscillation produced by adding two waves of different frequencies; has a frequency equal to the difference between the two oscillations";1.0
battimenti;bn:00009397n;wn:11477710n;A;"a single pulsation of an oscillation produced by adding two waves of different frequencies; has a frequency equal to the difference between the two oscillations";1.0
interference_beating;bn:00009397n;wn:11477710n;A;"a single pulsation of an oscillation produced by adding two waves of different frequencies; has a frequency equal to the difference between the two oscillations";1.0
acoustical_beat;bn:00009397n;wn:11477710n;A;"a single pulsation of an oscillation produced by adding two waves of different frequencies; has a frequency equal to the difference between the two oscillations";1.0
beating;bn:00009397n;wn:11477710n;A;"a single pulsation of an oscillation produced by adding two waves of different frequencies; has a frequency equal to the difference between the two oscillations";1.0
idosing;bn:00009397n;wn:11477710n;A;"a single pulsation of an oscillation produced by adding two waves of different frequencies; has a frequency equal to the difference between the two oscillations";1.0
