wn_synset,bn:id,pos,lemmata EN,definition,lemmata FR,is it related to music?
,bn:00009729n,,"toll, ring, bell",The sound of a bell being struck,sonnerie,YES
,bn:00009729n,,"toll, ring, bell",The sound of a bell being struck,coup,YES
,bn:00009729n,,"toll, ring, bell",The sound of a bell being struck,cloche,YES
,bn:00009729n,,"toll, ring, bell",The sound of a bell being struck,glas,YES
,bn:00009729n,,"toll, ring, bell",The sound of a bell being struck,sonnette,YES
,bn:00009733n,,"tubular_bells, chimes, bell, chime, gong",A percussion instrument consisting of a set of tuned bells that are struck with a hammer; used as an orchestral instrument,carillon_tubulaire,YES
,bn:00009733n,,"tubular_bells, chimes, bell, chime, gong",A percussion instrument consisting of a set of tuned bells that are struck with a hammer; used as an orchestral instrument,cloche_tubulaire,YES
,bn:00009733n,,"tubular_bells, chimes, bell, chime, gong",A percussion instrument consisting of a set of tuned bells that are struck with a hammer; used as an orchestral instrument,cloches_d'orchestre,YES
,bn:00009733n,,"tubular_bells, chimes, bell, chime, gong",A percussion instrument consisting of a set of tuned bells that are struck with a hammer; used as an orchestral instrument,carillon,YES
,bn:00009733n,,"tubular_bells, chimes, bell, chime, gong",A percussion instrument consisting of a set of tuned bells that are struck with a hammer; used as an orchestral instrument,gong,YES
,bn:00009733n,,"tubular_bells, chimes, bell, chime, gong",A percussion instrument consisting of a set of tuned bells that are struck with a hammer; used as an orchestral instrument,sonnette,YES
,bn:00009733n,,"tubular_bells, chimes, bell, chime, gong",A percussion instrument consisting of a set of tuned bells that are struck with a hammer; used as an orchestral instrument,cloche,YES
,bn:00009757n,,"bell_ringer, toller, bell-ringer, ringer",A person who rings church bells (as for summoning the congregation),carillonneur,YES
,bn:00009757n,,"bell_ringer, toller, bell-ringer, ringer",A person who rings church bells (as for summoning the congregation),sonneur,YES
,bn:00009760n,,bell_ringing,The sound of someone playing a set of bells,sonnerie_de_cloches,YES
,bn:00009762n,,"bell_ringing, carillon_playing, campanology, carillon",Playing a set of bells that are (usually) hung in a tower,sonner_la_cloche,YES
,bn:00009762n,,"bell_ringing, carillon_playing, campanology, carillon",Playing a set of bells that are (usually) hung in a tower,carillon,YES
,bn:00009762n,,"bell_ringing, carillon_playing, campanology, carillon",Playing a set of bells that are (usually) hung in a tower,sonneur,YES
,bn:00009781n,,"charivari, shivaree, chivaree, skimmington, skimmington_ride, rough_music, callithump, belling, callathump, shivery, chiarivari, riding_the_stang, chiverie, skimmity_ride",A noisy mock serenade (made by banging pans and kettles) to a newly married couple,charivari,YES
,bn:00009781n,,"charivari, shivaree, chivaree, skimmington, skimmington_ride, rough_music, callithump, belling, callathump, shivery, chiarivari, riding_the_stang, chiverie, skimmity_ride",A noisy mock serenade (made by banging pans and kettles) to a newly married couple,chahut,YES
,bn:00009787n,,"roar, roaring, bellowing, holler, hollo, holla, hollering, holloa, rawr, yowl, bellow",A very loud utterance (like the sound of an animal),rugissement,YES
,bn:00009787n,,"roar, roaring, bellowing, holler, hollo, holla, hollering, holloa, rawr, yowl, bellow",A very loud utterance (like the sound of an animal),crier,YES
,bn:00009787n,,"roar, roaring, bellowing, holler, hollo, holla, hollering, holloa, rawr, yowl, bellow",A very loud utterance (like the sound of an animal),brailler,YES
,bn:00009787n,,"roar, roaring, bellowing, holler, hollo, holla, hollering, holloa, rawr, yowl, bellow",A very loud utterance (like the sound of an animal),hurler,YES
,bn:00009787n,,"roar, roaring, bellowing, holler, hollo, holla, hollering, holloa, rawr, yowl, bellow",A very loud utterance (like the sound of an animal),mugissement,YES
,bn:00009787n,,"roar, roaring, bellowing, holler, hollo, holla, hollering, holloa, rawr, yowl, bellow",A very loud utterance (like the sound of an animal),beuglement,YES
,bn:00009787n,,"roar, roaring, bellowing, holler, hollo, holla, hollering, holloa, rawr, yowl, bellow",A very loud utterance (like the sound of an animal),hurlement,YES
,bn:00009801n,,"belly_dance, belly_dancing, danse_du_ventre, belly_dancers, raks_sharki, hootchy-kootchy, belly_dance_in_the_west, hootchy_kootchy_dance, raks_sharqi, raqs_shaki, raqs_sharki, bellydancer, belly-dance, raqs_al_sharqi, muscle_dance, belly-dancer, muscle_dancer, abdominal_dance, egyptian_belly_dance, hootchie_kootchie_dance, raks_al_sharqi, belly-dancing, bellydancing, muscle_dancing, houchee_kouchee, bellydance_in_the_west, bellydance, arabic_dance",A Middle Eastern dance in which the dancer makes sensuous movements of the hips and abdomen,danse_du_ventre,YES
,bn:00009801n,,"belly_dance, belly_dancing, danse_du_ventre, belly_dancers, raks_sharki, hootchy-kootchy, belly_dance_in_the_west, hootchy_kootchy_dance, raks_sharqi, raqs_shaki, raqs_sharki, bellydancer, belly-dance, raqs_al_sharqi, muscle_dance, belly-dancer, muscle_dancer, abdominal_dance, egyptian_belly_dance, hootchie_kootchie_dance, raks_al_sharqi, belly-dancing, bellydancing, muscle_dancing, houchee_kouchee, bellydance_in_the_west, bellydance, arabic_dance",A Middle Eastern dance in which the dancer makes sensuous movements of the hips and abdomen,danse_orientale,YES
,bn:00009802n,,"belly_dancer, exotic_dancer, exotic_belly_dancer",A woman who performs a solo belly dance,danseuse_orientale,YES
,bn:00009802n,,"belly_dancer, exotic_dancer, exotic_belly_dancer",A woman who performs a solo belly dance,danseuse_du_ventre,YES
,bn:00010608n,,"raspberry, bronx_cheer, boo, boos, bird, razz, hiss, snort, razzing, hoot",A cry or noise made to express displeasure or contempt,pétarade,YES
,bn:00010608n,,"raspberry, bronx_cheer, boo, boos, bird, razz, hiss, snort, razzing, hoot",A cry or noise made to express displeasure or contempt,pfft,YES
,bn:00010608n,,"raspberry, bronx_cheer, boo, boos, bird, razz, hiss, snort, razzing, hoot",A cry or noise made to express displeasure or contempt,tchip,YES
,bn:00010608n,,"raspberry, bronx_cheer, boo, boos, bird, razz, hiss, snort, razzing, hoot",A cry or noise made to express displeasure or contempt,huer,YES
,bn:00010608n,,"raspberry, bronx_cheer, boo, boos, bird, razz, hiss, snort, razzing, hoot",A cry or noise made to express displeasure or contempt,sifflement,YES
,bn:00010649n,,"bird_vocalisation, bird_call, birdsong, call, song, birdsong, birdcall, bird_song",The characteristic sound produced by a bird,vocalisation_des_oiseaux,YES
,bn:00010649n,,"bird_vocalisation, bird_call, birdsong, call, song, birdsong, birdcall, bird_song",The characteristic sound produced by a bird,chant_des_oiseau,YES
,bn:00010649n,,"bird_vocalisation, bird_call, birdsong, call, song, birdsong, birdcall, bird_song",The characteristic sound produced by a bird,son_d'oiseau,YES
,bn:00010649n,,"bird_vocalisation, bird_call, birdsong, call, song, birdsong, birdcall, bird_song",The characteristic sound produced by a bird,chant,YES
,bn:00010649n,,"bird_vocalisation, bird_call, birdsong, call, song, birdsong, birdcall, bird_song",The characteristic sound produced by a bird,vocalise,YES
,bn:00010649n,,"bird_vocalisation, bird_call, birdsong, call, song, birdsong, birdcall, bird_song",The characteristic sound produced by a bird,chanson,YES
,bn:00010649n,,"bird_vocalisation, bird_call, birdsong, call, song, birdsong, birdcall, bird_song",The characteristic sound produced by a bird,appeau,YES
,bn:00010649n,,"bird_vocalisation, bird_call, birdsong, call, song, birdsong, birdcall, bird_song",The characteristic sound produced by a bird,cri,YES
,bn:00010650n,,"bird_call, birdcall",A device for imitating a birdcall,appeau,YES
,bn:00010662n,,"whirr, whir, burr, buzz, drone, hum, whiz, whizz, zoom, whirring, birr",Sound of something in rapid motion,vrombissement,YES
,bn:00010662n,,"whirr, whir, burr, buzz, drone, hum, whiz, whizz, zoom, whirring, birr",Sound of something in rapid motion,bourdonnement,YES
,bn:00011186n,,bleat,The sound of sheep or goats (or any sound resembling this),bêler,YES
,bn:00011186n,,bleat,The sound of sheep or goats (or any sound resembling this),bêlement,YES
,bn:00011535n,,blue_murder,An extravagantly loud outcry,cri_de_protestation,YES
,bn:00011535n,,blue_murder,An extravagantly loud outcry,crier_au_meurtre,YES
,bn:00011535n,,blue_murder,An extravagantly loud outcry,crier_comme_un_putois,YES
,bn:00011535n,,blue_murder,An extravagantly loud outcry,éclat_de_voix,YES
,bn:00011535n,,blue_murder,An extravagantly loud outcry,crier_au_scandale,YES
,bn:00011620n,,bluster,Noisy confusion and turbulence,,YES
,bn:00011856n,,bolero,A Spanish dance in triple time accompanied by guitar and castanets,boléro,YES
,bn:00011930n,,"helicon, bombardon, hélicon",A tuba that coils over the shoulder of the musician,hélicon,YES
,bn:00011930n,,"helicon, bombardon, hélicon",A tuba that coils over the shoulder of the musician,bombarde,YES
,bn:00011943n,,"buzz, bombilation, bombination",Sound of rapid vibration,bourdonnement,YES
,bn:00012024n,,bong,A dull resonant sound as of a bell,bong,YES
,bn:00012024n,,bong,A dull resonant sound as of a bell,dong,YES
,bn:00012024n,,bong,A dull resonant sound as of a bell,bonng,YES
,bn:00012024n,,bong,A dull resonant sound as of a bell,boing,YES
,bn:00012024n,,bong,A dull resonant sound as of a bell,boink,YES
,bn:00012025n,,"bongo, bongo_drum, bongos",A small drum; played with the hands,bongo,YES
,bn:00012025n,,"bongo, bongo_drum, bongos",A small drum; played with the hands,bongó,YES
,bn:00012124n,,"booking_agent, booker, talent_agent, music_agent",Someone who engages a person or company for performances,booker,YES
,bn:00012124n,,"booking_agent, booker, talent_agent, music_agent",Someone who engages a person or company for performances,tourneur,YES
,bn:00012146n,,"thunder, roaring, roar, boom, thunderclap, clap_of_thunder, peal_of_thunder",A deep prolonged loud noise,tonnerre,YES
,bn:00012148n,,"boom, microphone_boom, mike_boom",A pole carrying an overhead microphone projected over a film or tv set,perche,YES
,bn:00012148n,,"boom, microphone_boom, mike_boom",A pole carrying an overhead microphone projected over a film or tv set,perche_microphonique,YES
,bn:00012466n,,"bow, bow_technique, french_bow, abstrich, aufstrich, bowing_technique, german_bow, talon",A slightly curved piece of resilient wood with taut horsehair strands; used in playing certain stringed instruments,archet,YES
,bn:00012472n,,bow,A stroke with a curved piece of wood with taut horsehair strands that is used in playing stringed instruments,archet,YES
,bn:00012474n,,"bow-wow, bowwow, woof",The bark of a dog,ouaf,YES
,bn:00012474n,,"bow-wow, bowwow, woof",The bark of a dog,ouaf_ouaf,YES
,bn:00012483n,,"bowed_stringed_instrument, string, bowed_string_instrument, bowed_instrument, bowed, bowed_strings, bowed_instruments",Stringed instruments that are played with a bow,instrument_à_cordes_frottées,YES
,bn:00012483n,,"bowed_stringed_instrument, string, bowed_string_instrument, bowed_instrument, bowed, bowed_strings, bowed_instruments",Stringed instruments that are played with a bow,cordes,YES
,bn:00012492n,,bowing,Managing the bow in playing a stringed instrument,coup_d'archet,YES
,bn:00012790n,,"brass_instrument, labrophone, labrosone, brass, trigger, throw, labrosones, brass_instruments, trumpets, list_of_20th_century_brass_instrumentalists, brass_instrument_construction, labrophones, brass_wind_instrument",A wind instrument that consists of a brass tube (usually of variable length) that is blown by means of a cup-shaped or funnel-shaped mouthpiece,cuivre,YES
,bn:00012790n,,"brass_instrument, labrophone, labrosone, brass, trigger, throw, labrosones, brass_instruments, trumpets, list_of_20th_century_brass_instrumentalists, brass_instrument_construction, labrophones, brass_wind_instrument",A wind instrument that consists of a brass tube (usually of variable length) that is blown by means of a cup-shaped or funnel-shaped mouthpiece,instrument_de_cuivre,YES
,bn:00012790n,,"brass_instrument, labrophone, labrosone, brass, trigger, throw, labrosones, brass_instruments, trumpets, list_of_20th_century_brass_instrumentalists, brass_instrument_construction, labrophones, brass_wind_instrument",A wind instrument that consists of a brass tube (usually of variable length) that is blown by means of a cup-shaped or funnel-shaped mouthpiece,instrument_de_la_famille_des_cuivres,YES
,bn:00012790n,,"brass_instrument, labrophone, labrosone, brass, trigger, throw, labrosones, brass_instruments, trumpets, list_of_20th_century_brass_instrumentalists, brass_instrument_construction, labrophones, brass_wind_instrument",A wind instrument that consists of a brass tube (usually of variable length) that is blown by means of a cup-shaped or funnel-shaped mouthpiece,cuivres,YES
,bn:00012790n,,"brass_instrument, labrophone, labrosone, brass, trigger, throw, labrosones, brass_instruments, trumpets, list_of_20th_century_brass_instrumentalists, brass_instrument_construction, labrophones, brass_wind_instrument",A wind instrument that consists of a brass tube (usually of variable length) that is blown by means of a cup-shaped or funnel-shaped mouthpiece,instrument_à_vent,YES
,bn:00012796n,,brass_family,(music) the family of brass instruments,famille_des_cuivres,YES
,bn:00012841n,,bravo,A cry of approval as from an audience at the end of great performance,bravo,YES
,bn:00012913n,,"breakdancing, b-boying, breaking, break_dance, break_dancing, b-girling, breakdance, break-dancing, break-dancers, break_dancers, breakin'",A form of solo dancing that involves rapid acrobatic moves in which different parts of the body touch the ground; normally performed to the rhythm of rap music,breakdance,YES
