wn_synset,bn:id,pos,lemmata EN,definition,lemmata ES,is it related to music?,note
,bn:03670353n,,"bowed_clavier, geigenwerk, bogenklavier, klawiolin","The bowed clavier is a keyboard instrument strung with gut strings, the tone of which is produced by a steadily revolving, well rosined cylinder powered by a foot pedal, a mechanism similar to that found in the hurdy-gurdy.",bogenflugel,YES,
,bn:01074056n,,"worldbeat, world_beat",Worldbeat is a music genre that blends pop music or rock music with world music or traditional music.,worldbeat,YES,
,bn:00081530n,,"woofer, woofers",A loudspeaker that reproduces lower audio frequency sounds,woofer,YES,
,bn:00081530n,,"woofer, woofers",A loudspeaker that reproduces lower audio frequency sounds,bafle,YES,
,bn:00081527n,,woodwind_family,(music) the family of woodwind instruments,woodwind_familia,YES,
,bn:01285441n,,"wonky, purple_sound, street_bass, wonky_music, aquacrunk, bristol_wonky","Wonky is a subgenre of electronic music known primarily for its off-kilter or “unstable” beats, as well as its eclectic blend of genres including hip hop, electro-funk, chiptune, jazz fusion, glitch, and crunk.",wonky,YES,
,bn:00583436n,,"white_label, white_labels, test_pressing, whitelabel, whitelabels, white-label, white-labels",White label records are vinyl records with plain white labels attached.,white_label,YES,
,bn:00583436n,,"white_label, white_labels, test_pressing, whitelabel, whitelabels, white-label, white-labels",White label records are vinyl records with plain white labels attached.,etiqueta_blanca,YES,
,bn:00583436n,,"white_label, white_labels, test_pressing, whitelabel, whitelabels, white-label, white-labels",White label records are vinyl records with plain white labels attached.,etiquetas_blancas,YES,
,bn:01913047n,,"whistle_register, whistle_tone, whistle_voice, flute_register, whistle_note, flageolet_register, super-head_voice, whistle_tones, super-head_register","The whistle register is the highest register of the human voice, lying above the modal register and falsetto register.",whistle_register,YES,
,bn:01913047n,,"whistle_register, whistle_tone, whistle_voice, flute_register, whistle_note, flageolet_register, super-head_voice, whistle_tones, super-head_register","The whistle register is the highest register of the human voice, lying above the modal register and falsetto register.",voz_tiple,YES,
,bn:01913047n,,"whistle_register, whistle_tone, whistle_voice, flute_register, whistle_note, flageolet_register, super-head_voice, whistle_tones, super-head_register","The whistle register is the highest register of the human voice, lying above the modal register and falsetto register.",registro_de_silbido,YES,
,bn:03452975n,,"western_swing, country/western_swing, country_swing, texas_swing",Western swing music is a subgenre of American country music that originated in the late 1920s in the West and South among the region's Western string bands.,western_swing,YES,
,bn:01716682n,,west_coast_jazz,West Coast jazz refers to styles of jazz that developed in Los Angeles and San Francisco during the 1950s.,west_coast_jazz,YES,
,bn:00952845n,,"west_coast_hip_hop, west_coast_hip-hop, west_coast_rap, mobb_music, bay_area_rappers, california_rap, westcoast_hip_hop, westcoast_rap, mobb, west_coast_rap-history, california_hip_hop, mixmaster_spade, west_coast_rapper, bay_area_rapper",West Coast hip hop is a regional genre of hip hop music that encompasses any artists or music that originated in the West Coast region of the United States.,west_coast_hip_hop,YES,
,bn:00952845n,,"west_coast_hip_hop, west_coast_hip-hop, west_coast_rap, mobb_music, bay_area_rappers, california_rap, westcoast_hip_hop, westcoast_rap, mobb, west_coast_rap-history, california_hip_hop, mixmaster_spade, west_coast_rapper, bay_area_rapper",West Coast hip hop is a regional genre of hip hop music that encompasses any artists or music that originated in the West Coast region of the United States.,west_coast_rap,YES,
,bn:00952845n,,"west_coast_hip_hop, west_coast_hip-hop, west_coast_rap, mobb_music, bay_area_rappers, california_rap, westcoast_hip_hop, westcoast_rap, mobb, west_coast_rap-history, california_hip_hop, mixmaster_spade, west_coast_rapper, bay_area_rapper",West Coast hip hop is a regional genre of hip hop music that encompasses any artists or music that originated in the West Coast region of the United States.,west_coast_hip-hop,YES,
,bn:00962690n,,"west_coast_blues, western_blues","The West Coast blues is a type of blues influenced by jazz and jump blues, with strong piano-dominated sounds and jazzy guitar solos, which originated from Texas blues players who relocated to California in the 1940s.",west_coast_blues,YES,
,bn:03345993n,,"waulking_song, oran_luaidh, òrain_luaidh","Waulking songs are Scottish folk songs, traditionally sung in the Gaelic language by women while fulling cloth.",waulking_song,YES,
,bn:03345993n,,"waulking_song, oran_luaidh, òrain_luaidh","Waulking songs are Scottish folk songs, traditionally sung in the Gaelic language by women while fulling cloth.",waulking_canción,YES,
,bn:01235758n,,"waterphone, ocean_harp, aquaphone, oceanharp, water_phone",A waterphone is a type of inharmonic acoustic tuned idiophone consisting of a stainless steel resonator bowl or pan with a cylindrical neck and bronze rods of different lengths and diameters around the rim of the bowl.,waterphone,YES,
,bn:03544145n,,"warabe_uta, warabe-uta","Warabe uta are traditional Japanese songs, similar to nursery rhymes.",warabe_uta,YES,
,bn:00080427n,,waltzer,A dancer who waltzes,waltzer,YES,
,bn:00080427n,,waltzer,A dancer who waltzes,valsador,YES,
,bn:02038690n,,waka_music,Waka music is a popular Islamic-oriented Yoruba musical genre.,waka,YES,
,bn:02038690n,,waka_music,Waka music is a popular Islamic-oriented Yoruba musical genre.,música_waka,YES,
,bn:03322477n,,wah-wah,"Wah-wah is an imitative word for the sound of altering the resonance of musical notes to extend expressiveness, sounding much like a human voice saying the syllable wah.",wah-wah,YES,
,bn:03322477n,,wah-wah,"Wah-wah is an imitative word for the sound of altering the resonance of musical notes to extend expressiveness, sounding much like a human voice saying the syllable wah.",wah-wah_pedal,YES,
,bn:03322477n,,wah-wah,"Wah-wah is an imitative word for the sound of altering the resonance of musical notes to extend expressiveness, sounding much like a human voice saying the syllable wah.",pedal_wah-wah,YES,
,bn:03322477n,,wah-wah,"Wah-wah is an imitative word for the sound of altering the resonance of musical notes to extend expressiveness, sounding much like a human voice saying the syllable wah.",wahwah,YES,
,bn:03322477n,,wah-wah,"Wah-wah is an imitative word for the sound of altering the resonance of musical notes to extend expressiveness, sounding much like a human voice saying the syllable wah.",wah_wah_pedal,YES,
,bn:03322477n,,wah-wah,"Wah-wah is an imitative word for the sound of altering the resonance of musical notes to extend expressiveness, sounding much like a human voice saying the syllable wah.",wah_wah,YES,
,bn:00080326n,,wagnerian,A follower of the theories or an admirer of the music of Richard Wagner,wagneriana,YES,
,bn:00080326n,,wagnerian,A follower of the theories or an admirer of the music of Richard Wagner,wagneriano,YES,
,bn:00080276n,,vroom,The roaring sound made by a motor that is running at high speed,vroom,YES,
,bn:00190825n,,"death_growl, death_grunt, growling, harsh_vocals, unclean_vocalist, gore_growl, guttural_vocals, death_metal_growl, growled_singing, metal_growl, death_vocals, death_metal_grunt, dry_lung_vocals, grunt, grunting_vocals, grunted_vocals, death_metal_vocals, death_grunting, growled_vocals, death_growls, growl, cookie_monster_vocals, dry_vocals, dry-lung_vocals, growl_vocals, death_grunts, growling_vocals, brutal_vocals, death_vocal, grunting, unclean_vocals, death_growling","A death growl, or simply growl, is a vocal style usually employed by death metal singers but also used in other heavy metal styles, such as metalcore.",voz_gutural,YES,
,bn:00190825n,,"death_growl, death_grunt, growling, harsh_vocals, unclean_vocalist, gore_growl, guttural_vocals, death_metal_growl, growled_singing, metal_growl, death_vocals, death_metal_grunt, dry_lung_vocals, grunt, grunting_vocals, grunted_vocals, death_metal_vocals, death_grunting, growled_vocals, death_growls, growl, cookie_monster_vocals, dry_vocals, dry-lung_vocals, growl_vocals, death_grunts, growling_vocals, brutal_vocals, death_vocal, grunting, unclean_vocals, death_growling","A death growl, or simply growl, is a vocal style usually employed by death metal singers but also used in other heavy metal styles, such as metalcore.",voces_guturales,YES,
,bn:00190825n,,"death_growl, death_grunt, growling, harsh_vocals, unclean_vocalist, gore_growl, guttural_vocals, death_metal_growl, growled_singing, metal_growl, death_vocals, death_metal_grunt, dry_lung_vocals, grunt, grunting_vocals, grunted_vocals, death_metal_vocals, death_grunting, growled_vocals, death_growls, growl, cookie_monster_vocals, dry_vocals, dry-lung_vocals, growl_vocals, death_grunts, growling_vocals, brutal_vocals, death_vocal, grunting, unclean_vocals, death_growling","A death growl, or simply growl, is a vocal style usually employed by death metal singers but also used in other heavy metal styles, such as metalcore.",gruñido_muerte,YES,
,bn:00190825n,,"death_growl, death_grunt, growling, harsh_vocals, unclean_vocalist, gore_growl, guttural_vocals, death_metal_growl, growled_singing, metal_growl, death_vocals, death_metal_grunt, dry_lung_vocals, grunt, grunting_vocals, grunted_vocals, death_metal_vocals, death_grunting, growled_vocals, death_growls, growl, cookie_monster_vocals, dry_vocals, dry-lung_vocals, growl_vocals, death_grunts, growling_vocals, brutal_vocals, death_vocal, grunting, unclean_vocals, death_growling","A death growl, or simply growl, is a vocal style usually employed by death metal singers but also used in other heavy metal styles, such as metalcore.",death_growl,YES,
,bn:00190825n,,"death_growl, death_grunt, growling, harsh_vocals, unclean_vocalist, gore_growl, guttural_vocals, death_metal_growl, growled_singing, metal_growl, death_vocals, death_metal_grunt, dry_lung_vocals, grunt, grunting_vocals, grunted_vocals, death_metal_vocals, death_grunting, growled_vocals, death_growls, growl, cookie_monster_vocals, dry_vocals, dry-lung_vocals, growl_vocals, death_grunts, growling_vocals, brutal_vocals, death_vocal, grunting, unclean_vocals, death_growling","A death growl, or simply growl, is a vocal style usually employed by death metal singers but also used in other heavy metal styles, such as metalcore.",muerte_gruñidos,YES,
,bn:03214476n,,"boy_soprano, boy_sopranos, boy_treble, treble","A boy soprano or boy treble is a young male singer with an unchanged voice in the soprano range, a range that is often still called the treble voice range when talking about children.",voz_blanca,YES,
,bn:03214476n,,"boy_soprano, boy_sopranos, boy_treble, treble","A boy soprano or boy treble is a young male singer with an unchanged voice in the soprano range, a range that is often still called the treble voice range when talking about children.",voz_infantil,YES,
,bn:03214476n,,"boy_soprano, boy_sopranos, boy_treble, treble","A boy soprano or boy treble is a young male singer with an unchanged voice in the soprano range, a range that is often still called the treble voice range when talking about children.",voces_infantiles,YES,
,bn:03214476n,,"boy_soprano, boy_sopranos, boy_treble, treble","A boy soprano or boy treble is a young male singer with an unchanged voice in the soprano range, a range that is often still called the treble voice range when talking about children.",voces_blancas,YES,
,bn:03214476n,,"boy_soprano, boy_sopranos, boy_treble, treble","A boy soprano or boy treble is a young male singer with an unchanged voice in the soprano range, a range that is often still called the treble voice range when talking about children.",niño_soprano,YES,
,bn:00079019n,,undertone,A quiet or hushed tone of voice,voz_baja,YES,
,bn:04729130n,,"voice, vocals, singing_voice",human voice as musical instrument,voz,YES,
,bn:00080271n,,"vox_humana, voce_humana, voix_humaine, voz_humana, voce_umana",An organ reed stop producing tones imitative of the human voice,vox_humana,YES,
,bn:03241062n,,"scroll, scroll_volute, finial_volute, fiddle_head, fiddlehead, fiddle_finial, finial_scroll, scroll_finial, volute_finial, volute_scroll","A scroll is the decoratively carved beginning of the neck of certain stringed instruments, mainly members of the violin family.",voluta,YES,
,bn:03241062n,,"scroll, scroll_volute, finial_volute, fiddle_head, fiddlehead, fiddle_finial, finial_scroll, scroll_finial, volute_finial, volute_scroll","A scroll is the decoratively carved beginning of the neck of certain stringed instruments, mainly members of the violin family.",desplazamiento,YES,
,bn:00047044n,,"loudness, volume, sound_intensity, intensity, loudly, loudness_perception, acoustic_intensity, sound_energy_flux_density, apparent_loudness, sound_intensity_level, sound_volume, acoustic_intensity_level, blare, blaring, loudest",The magnitude of sound (usually in a specified direction),volumen,YES,
,bn:00047044n,,"loudness, volume, sound_intensity, intensity, loudly, loudness_perception, acoustic_intensity, sound_energy_flux_density, apparent_loudness, sound_intensity_level, sound_volume, acoustic_intensity_level, blare, blaring, loudest",The magnitude of sound (usually in a specified direction),sonoridad,YES,
,bn:00047044n,,"loudness, volume, sound_intensity, intensity, loudly, loudness_perception, acoustic_intensity, sound_energy_flux_density, apparent_loudness, sound_intensity_level, sound_volume, acoustic_intensity_level, blare, blaring, loudest",The magnitude of sound (usually in a specified direction),intensidad_de_sonido,YES,
,bn:00047044n,,"loudness, volume, sound_intensity, intensity, loudly, loudness_perception, acoustic_intensity, sound_energy_flux_density, apparent_loudness, sound_intensity_level, sound_volume, acoustic_intensity_level, blare, blaring, loudest",The magnitude of sound (usually in a specified direction),intensidad,YES,
,bn:00047044n,,"loudness, volume, sound_intensity, intensity, loudly, loudness_perception, acoustic_intensity, sound_energy_flux_density, apparent_loudness, sound_intensity_level, sound_volume, acoustic_intensity_level, blare, blaring, loudest",The magnitude of sound (usually in a specified direction),intensidad_sonora,YES,
,bn:00047044n,,"loudness, volume, sound_intensity, intensity, loudly, loudness_perception, acoustic_intensity, sound_energy_flux_density, apparent_loudness, sound_intensity_level, sound_volume, acoustic_intensity_level, blare, blaring, loudest",The magnitude of sound (usually in a specified direction),fuerza,YES,
