wn_synset,bn:id,pos,lemmata EN,definition,lemmata FR,is it related to music?
,bn:00016335n,,"pickup, magnetic_cartridge, phonograph_cartridge, phono_cartridge, pick-up_cartridge, cartridge, pick_up, guitar_pickup, electro-magnetic_pickup, guitar_pickups, passive_pickup, active_pickup, piezoelectric_pickup, bass_pickup, guitar_pick-up, optical_pickups, magnetic_pickup, piezo_pickup, picup, electromagnetic_pickup, electronic_pickup",An electro-acoustic transducer that is the part of the arm of a record player that holds the needle and that is removable,"phonocapteur, cellule_phonocaptrice, cellule, cellule_magnétique, capteur_piézo-électrique, cartouche, ramassage",YES
,bn:00016498n,,cassette_player,Electronic equipment for playing cassettes,lecteur_de_cassettes,YES
,bn:00016499n,,cassette_recorder,A recorder for recording or playing cassettes,"magnétocassette, enregistreur_pour_cassettes",YES
,bn:00016500n,,"cassette_tape, compact_audio_cassette, audio_cassette, music_cassette, compact_cassette, compact_cassette_tape, compact_casette, musicassette, compact_casettes, standard_audio_cassette, cassette_tape_recorder, tape_salad, compact_audio_cassettes, cassette, casette_tape, metafine, tape, mc, music_cassettes, music_cartridge, metal_tape, musiccassette, radio_casette, compactcasette, music-cassette, k7, 120_minute_compact_cassette, auto-reverse, audio_cassette_interface, audio_tape, auto_reverse, tape_cassette, cassettetape, pop_tape, autoreverse, magnetophone_cassette, audio_cassettes, cassette-tape_recorder, c-cassette, cassette_tapes, cassette_tape_interface, eaten_tape, audio_cartridge, audio_cassette_tape, audio_casette, chewed_tape, musicassettes, cc, c90_audio_cassette, cassete_tape, bandsalat, type_iv_tape, magnetophone_cassettes, cassette_interface, music-cassettes",A cassette that contains magnetic tape,"cassette_audio, compact_cassette, cassette, cassettes_audio, minicassette, musicassette, cassette_compacte, autoreverse",YES
,bn:00016741n,,"caterwaul, cat_communication, feline_behaviour, olfactory_communication_in_cats, catfight, cat-specific_body_language, merow, cat_behavior, language_of_cats, cat_behaviour, feline_ethology, cat_grooming, cat_kneading, behavior_of_cats, feline_behavior, mreow, left-righting",The yowling sound made by a cat in heat,"miauler, miaou",YES
,bn:00016901n,,caw,The sound made by corvine birds,"croassement, craillement",YES
,bn:00016915n,,"compact_disc, cd, compact_disk, compact_disks, compact_discs, cd_quality, un_cd, c_d, digital_record, compactdisk, cd_recording, cds, compact_laser_disc, cd-quality, audio_cds, cd_audio, compact_audio_disc, midi_disc, c.d, c.d., music_compact_disc, compact_laser_disk",A digitally encoded recording on an optical disk that is smaller than a phonograph record; played back by a laser,"cd, disque_compact, disques_compacts, cd_audio, compact_disc, compact, platine_laser, astroburn, compact-disc, disque_compact_audio, cédé, disque_audionumérique, album_numérique, cadmium",YES
,bn:00017079n,,"harpsichord, cembalo, clavecin, clavicembalo, virginalls, arpicordo, harpsichord_materials, harpsi, english_virginal, harpsichords, harpischord, klavecimbel, harpsicall, harpsicord, clavicymbal, clavessin, harpsicon, virginall",A clavier with strings that are plucked by plectra mounted on pivots,"clavecin, clavecins, grand_clavecin_baroque, clavessin",YES
,bn:00017444n,,"cha-cha-cha, cha-cha, cha-cha-chá, the_cha_cha, cha_cha_dance",A modern ballroom dance from Latin America; small steps and swaying movements of the hips,"cha-cha-cha, cha-cha, cha-cha-chá, chachacha, chachachá, cha_cha, cha_cha_cha, cha_cha_chá",YES
,bn:00017519n,,chair,A particular seat in an orchestra,chair,YES
,bn:00017671n,,"change_ringing, change-ringing, striking_contest, bellringer, cinques, blue_line, striking_competition, half-muffled, plain_bob_doubles, bell-ringing, doubles, learning_change_ringing, plain_bob_triples",Ringing tuned bells in a fixed order that is continually changing,"change_ringing, changer_la_sonnerie",YES
,bn:00017881n,,"charleston, the_charleston, charleston_rhythm, charleston_dance",An American ballroom dance in syncopated rhythm; popular early in the 20th century,charleston,YES
,bn:00017930n,,"chassé, sashay, chasse, chassé_step",(ballet) quick gliding steps with one foot always leading,"chasse, pas_chassé, chassée, chassé",YES
,bn:00018030n,,"peep, cheep, chirp, tweet",The short weak cry of a young bird,"piaulement, gazouillement, gazouillis, pépiement, chant_des_oiseaux, appels_d'oiseaux, appeau, vocalisation_des_oiseaux",YES
,bn:00018429n,,"chinrest, chin_rest",A rest on which a violinist can place the chin,mentonnière,YES
,bn:00018493n,,"chink, clink, jingle, click",A short light metallic sound,"cliquetis, tintement, cliquer, clic",YES
,bn:00018542n,,"chirp, chirping_sound, cui-cui",A sharp sound made by small birds or insects,"gazouillis, pépiement, gazouillement, gazouiller",YES
,bn:00018544n,,"chirrup, twitter",A series of chirps,"gazouillis, gazouillement",YES
,bn:00018667n,,"choir, quire, choir-loft, choir_enclosure, choir_stalls, choir_stall, quire,_choir, choir-stalls",The area occupied by singers; the part of the chancel between sanctuary and nave,"chœur, chœur_liturgique, chœur_des_chantres, choeur, chorale, stalles",YES
,bn:00018668n,,"choir_loft, matroneum",A gallery in a church occupied by the choir,"cantoria, tribune_des_chantres, matroneum, chœur_grenier, chœur",YES
,bn:00018741n,,"chorale, choral",A stately Protestant (especially Lutheran) hymn tune,"choral, chorale, chorals",YES
,bn:00018742n,,choral_ode,Ode sung by the chorus in classical Greek drama,ode_chorale,YES
,bn:00018745n,,"chord, musical_chord, octave_chord, chord_stream, chord-based, chord_symbol, piano_chord, sonority, suspended_fourth, accordo, chord_symbols, piano_chords",A combination of three or more notes that blend harmoniously when sounded together,"accord, accord_au_repos, accord_mineur, symbole_d'accord",YES
,bn:00018754n,,"chordophone, string_instrument, stringed_instrument, stick_chordophone, simple_chordophone, frame_chordophone, composite_chordophone, cordophone, tube_chordophone, bar_chordophone, raft_chordophone, board_chordophone, trough_chordophone, chordophones","A stringed instrument of the group including harps, lutes, lyres, and zithers","cordophone, chordophone",YES
,bn:00018759n,,choreographer,Someone who creates new dances,"chorégraphe, chorégraphie",YES
,bn:00018760n,,"choreography, dance_composition, choreographic_composition, stage_dancing, dance_choreography, composition",A show involving artistic dancing,"chorégraphie, composition_chorégraphique, composition_choréagraphique, danse_sur_scène",YES
,bn:00018761n,,"dance_notation, dance_notation_system, notation, choreography",The representation of dancing by symbols as music is represented by notes,"notation_du_mouvement, système_de_notation_du_mouvement, notation, chorégraphie",YES
,bn:00018762n,,"dance_notation, notation, fan_choreography, choreography",A notation used by choreographers,"notation_du_mouvement, notation, chorégraphe, chorégraphies, chorégraphié, chorégraphes, chorégraphie",YES
,bn:00018780n,,"chuckle, chortle",A soft partly suppressed laugh,"gloussement, glousser, ricanerie",YES
,bn:00019279n,,"zither, cither, zithern, cittern, board_zither, cetra_da_tavola, simple_chordophone, the_zither, zithers, zitherist",A musical stringed instrument with strings stretched over a flat sounding board; it is laid flat and played with a plectrum and with fingers,"cithare, cithariste, cithares, zither, zithern, cistre",YES
,bn:00019424n,,"hue_and_cry, clamor, clamour, clamouring, clamoring",Loud and persistent outcry from many people,"clameur, tollé, huée, huée, hurlement, tumulte, vocifération, réclament",YES
,bn:00019455n,,"clarinet, a_clarinet, clarinets, clarenet, b♭_clarinet, clarinet_in_a, clarinette, klarino, clarionet, clerinet, b_flat_clarinet, e-flat_clarinets",A single-reed instrument with a straight tube,"clarinette, clarinettes, clarrinette",YES
,bn:00019456n,,clarinet_section,The section of a band or orchestra that plays clarinets,"pupitre_des_clarinettes, section_clarinette",YES
,bn:00019458n,,"clarion, clarino_trumpet",A medieval brass instrument with a clear shrill tone,clairon,YES
,bn:00019568n,,"classical_ballet, ballet_lessons, ballo_classico, ballet_lesson, ballet_training",A style of ballet based on precise conventional steps performed with graceful and flowing movements,"danse_classique, ballet, danza, ballet_classique",YES
,bn:00019614n,,"keyboard, musical_keyboard, piano_keyboard, piano_keyboard, clavier, fingerboard",A bank of keys on a musical instrument,"clavier, touche, clavier_électronique, musique_pour_clavier, clavier_piano, clavier_de_piano, clavier_musical",YES
,bn:00019759n,,click-clack,A succession of clicks,clic-clac,YES
,bn:00019761n,,"clickety-clack, clickety-click",A fast and rhythmic click-clack,"clic-clac, clic-clic",YES
,bn:00019853n,,"clop, clip-clop, clippety-clop, clopping, clunking, clumping",The sound of a horse's hoofs hitting on a hard surface,"cataclop, tagada, clopping, clippety-clop, clop, clunking, agglutination, clic-clac, clip-clop",YES
,bn:00019904n,,"clog_dance, clog_dancing, clog",A dance performed while wearing shoes with wooden soles; has heavy stamping steps,"danse_des_sabots, danse_en_sabots, sabot, danse_sabot, obstruer_la_danse, colmatage",YES
,bn:00019905n,,clog_dancer,Someone who does clog dancing,"danseur_de_danes_des_sabots, danseur_de_danse_en_sabots, colmatage, obstruer_danseur",YES
,bn:00020057n,,"cluck, clucking",The sound made by a hen (as in calling her chicks),"gloussement, gloussant, glousser",YES
,bn:00020060n,,"thud, thump, clump, clunk, thumping",A heavy dull sound (as made by impact of heavy objects),"bruit_sourd, martèlement, tambouriner, lancinant, clunk",YES
,bn:00020269n,,"cock-a-doodle-doo, cocka-doodle-doo, cockadoodledoo",An imitation of the crow of a cock,"cocorico, cock-a-doodle-doo, coquerico",YES
,bn:00021069n,,"triad, common_chord, harmonic_triad, triadic_music, pivot_chord, common-chord, triadic, pivot, theory_of_triads, triadic_chord, diatonic_pivot_chord",A three-note major or minor chord; a note and its third and fifth tones,"triade, corde_commune",YES
,bn:00021129n,,"common_time, four-four_time, common_measure, 4/4, 4/4 time, quadruple_time",A time signature indicating four beats to the bar," 4/4, temps_commun, quatre_temps, quatre_à_quatre_temps, rythme_binaire",YES
,bn:00021213n,,"rumpus, ruckus, ruction, commotion, tumult, din",The act of making a noisy disturbance,"chahut, grabuge, divergence, conflit, confusion, rixe, commotion, bagarre",YES
,bn:00021560n,,"concert-goer, concertogoer, music_lover",Someone who attends concerts,"habitué_de_concerts, amateur_de_concerts, mélomane, concert-goer",YES
,bn:00021562n,,"concert_grand, concert_grand_piano, concert_piano",A grand piano suitable for concert performances,"piano_à_queue_de_concert, piano_de_concert, piano_grand-queue, grand-queue, grand_queue_de_concert_piano_à_queue, concert_de_piano, grand_concert",YES
,bn:00021563n,,concert_hall,A hall where concerts are given,salle_de_concert,YES
,bn:00021598n,,"harmony, concord, concordance",A harmonious state of things in general and of their properties (as of colors and sounds); congruity of parts with one another and with the whole,"harmonie, accord, ensemble",YES
,bn:00021797n,,conga,A Latin American dance of 3 steps and a kick by people in single file,conga,YES
,bn:00022011n,,"consonance, harmoniousness",The property of sounding harmonious,"consonance, consonance_et_dissonance",YES
,bn:00022221n,,"country_dance, anglais, angloise, english_country_dance, contredanse, country-dance, country_dancing, contradance, contra_danse, set_dance, contradanse, english_dance, english_country_dances, contra_dance, set, irish_set_dance, english_country_dancing, set_dancing, engelska, engelsk",A type of folk dance in which couples are arranged in sets or face one another in a line,"country_dance, danse_country, contre_danse, danse_contra, pays-danse, contredanse, contredance_anglaise",YES
,bn:00022300n,,"control_room, operations_room, operations_center, operations_control_center, ops_room, control_center, opcen",A room housing control equipment (as in a recording studio),salle_de_contrôle,YES
,bn:00022406n,,"coo, pigeon_coo",The sound made by a pigeon,"roucoulement, roucouler",YES
,bn:00022692n,,corn_dance,A rain dance of Amerindians,danse_de_maïs,YES
,bn:00022750n,,"trumpet, cornet, trump, trumpet_player, horn, jaw_harp, jew's_trump, jew's_harp, ozark_harp, trumpeter, juice_harp, guimbarde, mouth_harp, chromatic_trumpet, cornets, soprano_bugle, jazz_trumpeter, cornettist, kornett, super_c_trumpet, trumpeters, lead_trumpet, trompete, trumpet., echo_cornet, tromba, herald_trumpet, alto_trumpet",A brass musical instrument with a brilliant tone; has a narrow tube and a flared bell and is played by means of valves,"trompette, cornet, cornet_à_pistons, trompettiste, cornettiste, cornet_à_piston, cornet_a_pistons, trompettistes, trompe_de_béarn, harpe_à_bouche, hanche-en-ruban, guimbarde, campurgne, trompette_tsigane, citaro, trompe-laquais, trompette_alto, trompettes, trompettiste_de_jazz, avertisseur, corne",YES
,bn:00022792n,,"threnody, dirges, threnodies, laments, dirge,  coronach, lament, requiem, lamentation, coranich, corrinoch, funeral_song, coranach, cronach",A song or hymn of mourning composed or performed as a memorial to a dead person,"thrène, threne, messe_de_funérailles, chant_funèbre, messe_de_requiem, mélopée, requiem, élégie, lamentation, complainte, kommos, chant, coronach, thrénodie, lamento, chants_funèbres",YES
,bn:00022822n,,"corps_de_ballet, ensemble",The chorus of a ballet company,"corps_de_ballet, ensemble",YES
,bn:00023048n,,"cotillion, debutante_ball, coming-out party, cotilion, cotillon",A ball at which young ladies are presented to society,bal_des_débutantes,YES
,bn:00023049n,,"cotillion, cottillon, french_country_dance, cotilion",A lively dance originating in France in the 18th century,"cotillon, accessoire_de_cotillon, accessoires_de_cotillon",YES
,bn:00023400n,,"cowbell, cow_bell, livestock_bell, cencerro, treichlen, sheepbell, trichel, cloches_à_vache, kuhschellen, trycheln, heavy_metal_cowbell, treicheln, bullock_bell, cloches_a_vache, cow_bells, trychel, kuhglocken, sheep_bell, treichle",A bell hung around the neck of cow so that the cow can be easily located,"sonnaille, clarine, cloche_de_campagne, sonnailles, cencerro, cloche_de_vache, clochette, cloche",YES
