wn_synset,bn:id,lemmata EN,definition,lemmata DE,is it related to music?
,bn:01916969n,"christian_hardcore, christcore_punk, christian_hardcore_punk_music, christian_hardcore_punk_rock, the_spirit-filled_hardcore, christ_core, christian_hardcore_music, christian_hardcore_punk, christian_hardcore_punk_rock_music, christcore, hardcore-style_christian_music, christcore_music",Christian hardcore refers to hardcore punk bands that promote Christian beliefs.,christian_hardcore,YES
,bn:01500508n,"christian_ska, ska-style_christian_music","Christian ska is a form of Christian alternative rock, and subgenre of ska and ska punk which is lyrically oriented toward contemporary Christian music.",christlichen_ska-band,YES
,bn:01444343n,"christian_hip_hop, holy_hip_hop, christian_rap, chrisitian_gansta_rap, rap-style_christian_music, christian_rapper, christian_hip-hop, holy_hip-hop, christian_gangsta_rap, hip_hop-style_christian_music, catholic_hip_hop, holy_rap, contemporary_christian_rap_with_a_twang_of_blues-core, gospel_rap, christian_crunk","Christian hip hop is a subgenre of hip hop music characterized by a Christian worldview, with the general purposes of evangelization, edifying some members of the church and/or simply entertaining.","christlicher_hip-hop, christliche_hip-hop-künstler",YES
,bn:01398616n,"christian_metal, underground_era_of_christian_metal, white_metal, christian_heavy_metal, christian_metalcore, christian_deathcore, christian_metal_music, white_metal_music, christ_metal, christan_metal, christian_death_metal, heavenly_metal, christian_heavy_metal_music, jesus_metal, christian_thrash_metal","Christian metal, also known as white metal, Jesus metal or heavenly metal, is a form of heavy metal music usually defined by its message using song lyrics as well as the dedication of the band members to Christianity.","christlicher_metal, christian_metal, unblack, unblack_metal, christian_metalcore-band",YES
,bn:01162254n,"christian_punk, christian_punk_rock, punk-style_christian_music, christpunk, christian_punk_music, christian_pop_punk, christ_punk, christian_punk_rock_music",Christian punk is a form of Christian music and a subgenre of punk rock with some degree of Christian lyrical content.,christ-punk,YES
,bn:02248231n,"close_and_open_harmony, close_harmony, close-harmony, close_chord, close_position, barbershop_harmony, open-harmony, close_harmony_duet, open_and_closed_harmony, block_harmony, open_harmony, close_harmony_singing","A chord is in close harmony if its notes are arranged within a narrow range, usually with no more than an octave between the top and bottom notes.","close_harmony, enger_satz, arrangement_in_close_harmony",YES
,bn:12856422n,,Optional.empty,coinçat,NO
,bn:02514907n,"coladeira, cola-zouk, cabo_love, coladera",The coladeira is a music genre from Cape Verde.,coladeira,YES
,bn:03322446n,"coldwave, cold_wave, la_vague_froide, cold_wave_music, french_coldwave","Cold wave is a loose music genre that emerged in Europe the late 1970s, characterized by its detached lyrical tone, use of early electronic music instruments and a minimalist approach and style.","cold_wave, coldwave",YES
,bn:02359569n,"college_rock, college_alternative",College rock was the alternative rock music played on student-run university and college campus radio stations located in the United States and Canada in the 1980s.,"College_rock, college-rock",YES
,bn:01104203n,"comedy_rock, comedy_metal, comedy_punk, funny_punk, parody_rock, comedy_folk, list_of_comedy_bands, humorcore",Comedy rock is rock music that is comedic in nature.,comedy-rock,YES
,bn:03469469n,"contemporary_catholic_liturgical_music, contemporary_catholic_music, catholic_liturgical_music, contemporary_catholic_hymnody, catholic_hymnody, catholic_music",Contemporary Catholic liturgical music encompasses a comprehensive variety of styles of music for Catholic liturgy that grew both before and after the reforms of the Second Vatican Council.,"contemporary_katholische_kirchenmusik, zeitgenössischen_katholischen_liturgischen_musik",YES
,bn:16864248n,,Album by Riff,contenidos,NO
,bn:01083696n,"contra_dance, contradance, contra-dance, contra_dances, contra_dancing, contredance, contre-dance, contredances, contra_dance_music, kontretanz, contredanse, contra, techno_contra",Contra dance is a folk dance made up of long lines of couples.,"contra_dance, contradanza",YES
,bn:02077313n,"copla_andaluza, copla, andalusian_copla","The copla, copla andaluza, canción andaluza, canción española, tonadilla or canción folklórica is a form of Spanish popular song, deriving from the poetic form of the same name.","copla_andaluza, tonadilla, strophen",YES
,bn:01569144n,"sign_of_the_horns, metal_horns, rock_horns, sign_of_the_devil, devil_horns, devil_sign, 🤘, horn_fingers, evil_fingers, horn_gesture, manu_cornuta, horned_hand, mano_cornuta, mano_cornuto, corna, the_horns, horns_gesture, cornuto, metal_hand, sign_of_the_goat, metal_sign, rock_gesture, \,,/, \../, \m/",The sign of the horns is a hand gesture with a variety of meanings and uses in various cultures.,"corna, mano_cornuta, maloik, teufelsgruß, mano_cornuto, 🤘, m/, hook_'em_horns, hook_’em_horns, \m/, zeichen_der_hörner",NO
,bn:00962587n,"country_blues, folk_blues, downhome_blues, rural_blues, backwoods_blues, acoustic_blues, folk/blues, blues_folk, blues_country, folk-blues",Country blues is one of the earliest forms of blues music.,"country-blues, country_blues, folk_blues, akustischen_blues",YES
,bn:01229662n,"country_pop, pop_country, countrypop, country-pop, country_crossover, pop-country, country/pop_music","Country pop is a fusion genre of country music and pop music that was developed by members of the country genre out of a desire to reach a larger, mainstream audience.","countrypop, country_Pop, country-pop",YES
,bn:03798269n,"country_rock, country_rock_music, countryrock, country-rock, rock_country, country_metal, 1970s_country_rock, music, country_'n'_roll, electric_country","Country rock is a subgenre of popular music, formed from the fusion of rock and country.","country-rock, country_rock, countryrock",YES
,bn:00330211n,"western_music, cowboy_music, music_of_the_american_and_canadian_wests, western_song, cowboy_songs, list_of_famous_cowboy_songs",Western music is a form of country music composed by and about the people who settled and worked throughout the Western United States and Western Canada.,"cowboy-musik, western_music, cowboymusik, westernmusik",YES
,bn:01066288n,"cowpunk, list_of_cowpunk_bands, cow-punk, country_pop_punk, country-punk, country_punk, punk_country, cow_punk, country_punk_rock",Cowpunk is a subgenre of punk rock that began in the United Kingdom in the late 1970s and Southern California in the early 1980s.,"cow-punk, cowpunk",YES
,bn:02769706n,"crunk, crunk_music, crunkness, crunk&b, crunk-hop, crunk_rap",Crunk is a subgenre of hip hop music that emerged in the early 1990s and gained mainstream success during the mid 2000s.,"crunk, crunkcore",YES
,bn:01772102n,"crunkcore, trapcore, screamo-crunk, crunk_punk, screamo_crunk, scrunk, i'm_a_j, crunk_core, crunk_rock, crunk-core","Crunkcore is a musical fusion genre characterized by the combination of cultural and musical elements from crunk, screamo, pop, electronic and dance music.",crunkcore,YES
,bn:01526737n,"cuarteto, cuartetazo","Cuarteto, sometimes called cuartetazo, is a musical genre born in Córdoba, Argentina.",cuarteto,YES
,bn:03226444n,cumbia,"A traditional style of Colombian dance and music, or a piece in this style.",cumbia,YES
,bn:00852160n,,Optional.empty,cumbia_sonidera,YES
,bn:01510615n,cumbia_villera,Cumbia villera is a subgenre of cumbia music originated in Argentina in the late 1990s and popularized all over Latin America and the Latin communities abroad.,cumbia_villera,YES
,bn:02509059n,"da_capo_aria, aria_da_capo, da_capo_arias",The da capo aria is a musical form for arias that was prevalent in the Baroque era.,"da-capo-arie, dacapo-arie, da_capo-arie",YES
,bn:01073979n,"dancehall, dancehall_music, bashment_soca, dancehall_reggae, bhangramuffin, bashment, reggae_dancehall, bhangra-wine",Dancehall is a genre of Jamaican popular music that originated in the late 1970s.,"dancehall, dance_hall, dancehall-reggae",YES
,bn:03317971n,"dance-pop, dance_pop, pop-dance, dancepop, pop_dance",Dance-pop is a popular music subgenre that originated in the early 1980s.,"dance-pop, dancepop",YES
,bn:01043955n,"dance-punk, disco-punk, disco_punk, dance_punk, punk_funk, funk-punk, alternative_dance_punk, techno-punk, funk_punk, punk_dance, dancepunk, dance_indie, punk-funk","Dance-punk is a post-punk genre that emerged in the late 1970s, and is closely associated with the post-disco and new wave movements.",dance-punk,YES
,bn:03229907n,"dance-rock, disco-rock, dance_rock, new_music, disco_rock, dance-oriented_rock, rock-dance, dor, rock_disco","Dance-rock is a post-disco genre connected with pop rock and post-punk with fewer rhythm and blues influences, originated in the early 1980s, following the decline in popularity of punk and disco.",dance-rock,YES
,bn:03100301n,"dangak, tangak, tanguk, dang-ak, danguk, pacing_the_void, tang-ak, springtime_in_luoyang",Dangak is a genre of traditional Korean court music.,dangak,YES
,bn:03093616n,dangdut,"Dangdut is a genre of Indonesian folk music that is partly derived and fused from Hindustani, Arabic music and to lesser extent, Malay and local folk music.",dangdut,YES
,bn:16975152n,,Muziekalbum,"danke_fürs_zuhören_–_liedersammlung_1998–2012, danke_fürs_zuhören_-_liedersammlung_1998-2012",NO
,bn:03351853n,"danzón, danzon, danzone, cuba_danzon, danzones, danzonete",Danzón is the official musical genre and dance of Cuba.,"danzón, danzon",YES
,bn:02878389n,"dark_rock, dark_alternative",Music genre,dark_rock,YES
,bn:15448916n,,2010 song performed by Fler,das_alles_ist_deutschland,NO
,bn:16696548n,,Muziekalbum,das_zweite_kapitel,NO
,bn:02091551n,"dastgah, dastgāh, dastgahs, persian_tone_system, dashti, gousheh, dastgâh",Dastgāh is a musical modal system in traditional Persian art music.,dastgah,YES
,bn:03703086n,"death_metal, slamming_death_metal, slam_metal, brutal_death_metal, gore_metal, post-death_metal, carnation, cookie_monster_music, blackened_death, chapel_of_abhorrence, norwegian_death_metal, black_death_music, dead_metal, deathrash, black-death, melodic_blackened_death_metal, proto-death_metal, finnish_death_metal, black/death_metal, death/black_metal, slamming_brutal_death_metal, slam_music, brutal_death, death-metal, cookie_monster_metal, deathmetal, death_metal_music, deth_metal, slam_death_metal, death-thrash, prog_death_metal, death/black, black_death_metal, neo-classical_death_metal",Death metal is an extreme subgenre of heavy metal music.,"death_metal, death-metal, deathmetal, schwedischer_death_metal, slam_death_metal, brutalen_death_metal, blackened_death_metal-band, black__death_metal",YES
,bn:01194857n,"deathcore, death_metalcore, brutal_deathcore, hardcore_death_metal, technical_deathcore, list_of_deathcore_groups, progressive_deathcore, crossover_death, death-core, deathcore_punk, melodic_deathcore, symphonic_deathcore, death_hardcore, death_core, deathmetalcore, deathcore_music",Deathcore is an extreme metal subgenre that combines death metal with metalcore.,deathcore,YES
,bn:03301835n,"deathgrind, death_metal_grindcore, death_grind, death-grind, deathgrindcore, gore_metal, deathgrind_music, death_grindcore",Deathgrind is a shorthand term that is used to describe bands who play a fusion of death metal and grindcore.,deathgrind,YES
,bn:01993176n,decca_tree,The Decca Tree is a spaced microphone array most commonly used for orchestral recording.,"decca_tree, decca-tree, decca-dreieck",YES
,bn:02875524n,"deep_house, deep-house","Deep house is a subgenre of house music that originated in the 1980s, initially fusing elements of Chicago house with 1980s jazz-funk and touches of soul music.",deep_house,YES
,bn:00959311n,"delta_blues, mississippi_delta_blues",Delta blues is one of the earliest-known styles of blues.,delta_blues,YES
,bn:16954562n,,Der Krach der Republik ist das fünfte Livealbum der Band Die Toten Hosen.,der_krach_der_republik,NO
,bn:17037562n,,Muziekalbum,"der_wolf_im_schafspelz, dwis",NO
,bn:01041740n,"detroit_techno, detroit_electro, detroit_house",Detroit techno is a type of techno music that generally includes the first techno productions by Detroit-based artists during the 1980s and early 1990s.,"detroit_techno, detroit-techno",YES
,bn:03326476n,"german_hip_hop, german_rap, deutschrap, german_hip-hop, german_hiphop",German hip hop refers to hip hop music produced in Germany.,"deutscher_hip-hop, deutscher_hiphop, hip-hip_in_deutschland, deutschrap, deutscher_ghettorap, deutscher_rap, deutschen_rap",YES
,bn:14495040n,,Deutschland ist ein Lied der Leipziger A-cappella-Gruppe Die Prinzen aus ihrem achten Studioalbum D. Sebastian Krumbiegel nannte das Lied eine „kontroverse Zustandsbeschreibung unseres Heimatlandes“.,deutschland,NO
,bn:03607046n,"german_punk, deutschpunk, punk_rock_in_germany, german_punk_scene",German punk is punk rock music and punk subculture in Germany since punk music became popular in the 1970s.,deutschpunk,YES
