wn_synset,bn:id,pos,lemmata EN,definition,is it related to music?,note,removed EN
,bn:00022221n,,"contredanse, english_country_dance, country-dance, country_dance, country_dancing, contradance, contra_danse, set_dance, contradanse, english_dance, english_country_dances, contra_dance, set, irish_set_dance, english_country_dancing, set_dancing, engelska, anglais, angloise, engelsk",A type of folk dance in which couples are arranged in sets or face one another in a line,YES,,
,bn:00022300n,,"control_room, operations_center, operations_control_center, operations_room, ops_room, control_center, opcen",A room housing control equipment (as in a recording studio),YES,,
,bn:00022406n,,coo,The sound made by a pigeon,YES,,
,bn:00022692n,,corn_dance,A rain dance of Amerindians,YES,,
,bn:00022822n,,"corps_de_ballet, ensemble",The chorus of a ballet company,YES,,
,bn:00022750n,,"trumpet, cornet, trump, trumpet_player, horn, jaw_harp, jew's_trump, jew's_harp, ozark_harp, trumpeter, juice_harp, guimbarde, mouth_harp, chromatic_trumpet, cornets, soprano_bugle, jazz_trumpeter, cornettist, kornett, super_c_trumpet, 🎺, trumpeters, lead_trumpet, trompete, trumpet., echo_cornet, tromba, herald_trumpet, alto_trumpet",A brass musical instrument with a brilliant tone; has a narrow tube and a flared bell and is played by means of valves,YES,,
,bn:00022792n,,"dirge, threnody, coronach, lament, requiem, lamentation, coranich, corrinoch, funeral_song, coranach, dirges, threnodies, laments, cronach",A song or hymn of mourning composed or performed as a memorial to a dead person,YES,,
,bn:00023048n,,"cotillion, cotilion",A ball at which young ladies are presented to society,YES,,
,bn:00023049n,,"cotillion, cotilion",A lively dance originating in France in the 18th century,YES,,
,bn:00023268n,,"couple, twosome, duo, duet",A pair who associate with one another,YES,,
,bn:00023400n,,"cowbell, cow_bell, livestock_bell, cencerro, treichlen, sheepbell, trichel, cloches_à_vache, kuhschellen, trycheln, heavy_metal_cowbell, treicheln, bullock_bell, cloches_a_vache, cow_bells, trychel, kuhglocken, sheep_bell, treichle",A bell hung around the neck of cow so that the cow can be easily located,YES,,
,bn:00023482n,,"crepitation, crackle, crackling",The sharp sound of snapping noises,YES,,
,bn:00023876n,,"croaking, croak",A harsh hoarse utterance (as of a frog),YES,,
,bn:00023914n,,"crumhorn, krummhorn, cromorne, piva_torta, crumm_horn, krummpfeife, curved_horn, crumhorns, storto, kumbhorn, cornamuto_torto, crum_horn, piva_torto, krumhorn",A Renaissance woodwind with a double reed and a curving tube (crooked horn),YES,,
,,,,,,,
,bn:00024055n,,crow,The cry of a cock (or an imitation of it),YES,,
,bn:00024158n,,"cry, yell",A loud utterance of emotion (especially when inarticulate),YES,,
,bn:00024160n,,cry,The characteristic utterance of an animal,YES,,
,bn:00024792n,,"cymbal, cymbals, tellern, tschinellen, cymbal_bell, hand_cymbal, kymbos, platillos, cymbales, schellbecken, kymbalon",A percussion instrument consisting of a concave brass disk; makes a loud crashing sound when hit with a drumstick or when two are struck together,YES,,
,bn:00025128n,,"piano_damper, damper_block",Damper consisting of a small felted block that drops onto a piano string to stop its vibration,YES,,
,bn:00025147n,,dance_lesson,A lesson in dancing,YES,,
,bn:00025146n,,dance_floor,A bare floor polished for dancing,YES,,
,bn:00025148n,,"dance_master, dancing-master",A professional teacher of dancing,YES,,
,bn:00025154n,,"dancer, social_dancer",A person who participates in a social gathering arranged for dancing (as a ball),YES,,
,bn:00025155n,,dancing_partner,One of a pair of people who dance together,YES,,
,bn:00025152n,,"dance_step, dance_move, step, dance_pattern, dance_figure, dance_variation, dance-figure, dance_steps, dance-figures, step_pattern, dance_moves, step_sheet",A sequence of foot movements that make up a particular dance,YES,,
,bn:00025153n,,"dancer, terpsichorean, professional_dancer",A performer who dances professionally,YES,,
,bn:00025142n,,"dance, dancing, western_dance, dancers, dance_organizations, 🕺, male_dancers, dance_magazines, danse, dances, dance_rhythm, dance_writers, music_and_movement, male_dancer, dance_show, dance_by_country, 💃",An artistic form of nonverbal communication,YES,,
,bn:00025144n,,"dance, dancing, terpsichore, saltation",Taking a series of rhythmical steps (and movements) in time to music,YES,,
,bn:00025466n,,"decibel, db, tu, transmission_unit, decibel_scale, msc, decibels, dbrnc, dbi1, ㏈, dbμv, millibel, 20_log_rule, bell_unit, dbd, dbi, decibal, db-hz, dbuv, dbu, decible, absolute_db, dbv, dbhz, relative_db, miles_of_standard_cable",A logarithmic unit of sound intensity; 10 times the logarithm of the ratio of the sound intensity to some reference intensity,YES,,
,bn:00025592n,,"death_knell, death_bell",A bell rung to announce a death,YES,,
,bn:00025828n,,deepness,A low pitch that is loud and voluminous,YES,,
,bn:00026140n,,"thirty-second_note, demisemiquaver, 32nd_note, huitième_de_soupir, demisemiquaver_rest, huitieme_de_soupir, thirty-second_notes, thirty-second_rest, triple-croche, biscroma, thirty_second_note, 𝅀, triple_croche, zweiunddreissigstel-note, thirty-second-note",A musical note having the time value of a thirty-second of a whole note,YES,,
,bn:00026331n,,"department_of_music, music_department",The academic department responsible for teaching music and music appreciation,YES,,
,bn:00026864n,,"diapason, diapason_stop",Either of the two main stops on a pipe organ,YES,,
,bn:00026878n,,"diaphragm, loudspeaker_cone, microphone_diaphragm, loudspeaker_diaphragm, speaker_cone, speaker_cones",Electro-acoustic transducer that vibrates to receive or produce sound waves,YES,,
,bn:00027188n,,ding,A ringing sound,YES,,
,bn:00027208n,,dinner_bell,A bell rung to announce that dinner has been served,YES,,
,bn:00027360n,,"directional_microphone, directional_mike",A microphone that is designed to receive sound from a particular direction,YES,,
,bn:00027494n,,discography,A descriptive catalog of musical recordings,YES,,
,bn:00027491n,,"discotheque, disco",A public dance hall for dancing to recorded popular music,YES,,
,bn:00027511n,,"discord, discordance",A harsh mixture of sounds,YES,,
,bn:00027740n,,dissonance,Disagreeable sounds,YES,,
,bn:00027789n,,"distress_signal, distress_call, distress_flag, maritime_distress_signal, distress_signals, i_need_help, flag_of_distress, signal_of_distress, distress_alert, triangular_distress_pattern, distress_calls, call_for_help",An internationally recognized signal sent out by a ship or plane indicating that help is needed,YES,,
,bn:00027967n,,"do, doh, ut, c",The syllable naming the first (tonic) note of any major scale in solmization,YES,,
,bn:00027970n,,"dosado, do-si-do, do_si_do, do-sa-do, do-se-do, does-eye-doe, dos-a-dos, do-se-dos, dosido, dosey-doe, dosey_doe, do_sa_do",A square-dance figure; two dancers approach each other and circle back to back before returning to their original places,YES,,
,bn:00028172n,,"dominant, dominant_key, dominant_triad, harmonic_axis, dominant_chord, dominant_function, dominant_note",(music) the fifth note of the diatonic scale,YES,,
,bn:00028357n,,"double_reed, double-reed_instrument, double_reed_instrument, reedpipes_with_quadruple_reeds, reedpipes_with_double_reeds",A woodwind that has a pair of joined reeds that vibrate together,YES,,
,bn:00028387n,,double_flat,A musical notation of two flats in front of a note indicating that it is to be lowered by two semitones,YES,,
,bn:00028401n,,double_reed,A pair of joined reeds that vibrate together to produce the sound in some woodwinds,YES,,
,bn:00028406n,,double_sharp,A musical notation of two sharps in front of a note indicating that it is to be raised by two semitones,YES,,
,bn:00028412n,,double_time,A fast marching pace (180 steps/min) or slow jog,YES,,
,bn:00028409n,,"double_stopping, double_stop, double-stopping, multiple_stopping, triple_stop, doublestop, double-stop, multiple_stop, doublestops, double_stops",Stopping two strings and producing two notes at the same time,YES,,
,bn:00028476n,,"down_bow, down-bow, downbow, 𝆪",A downward stroke from the heel to the tip of the bow,YES,,
,bn:00028761n,,"dripping, drip",The sound of a liquid falling drop by drop,YES,,
,bn:00028822n,,"droning, monotone, drone",An unchanging intonation,YES,,
,bn:00028892n,,drum,The sound of a drum,YES,,
,bn:00028897n,,"majorette, drum_majorette",A female baton twirler who accompanies a marching band,YES,,
,bn:00028903n,,drumbeat,(military) the beating of a drum as a signal for lowering the flag at sundown,YES,,
,bn:00028906n,,"drumhead, head, drum_skin, drumskin, drumheads, drum_head",A membrane that is stretched taut over a drum,YES,,
,bn:00028910n,,drumming,The act of playing drums,YES,,
,bn:00028912n,,drumstick,A stick used for playing a drum,YES,,
,bn:00028891n,,"drum, membranophone, tympan, membranophones, drum_playing, davula, geta_bera, vessel_membranophone, sri_lankan_drums, tubular_drum, hand_membranophone, kandyan_drum, list_of_membranophones, plucked_membranophone, stick_membranophone, 🥁, list_of_drums, pre-drum, free_singing_membranophone, sri_lanka_drum, drum_instrument, thammattama, singing_membranophone, sound_of_a_drum, udekkia, shaken_membranophone, cord_membranophone, struck_membranophone, metal_drums, drum_body, tube_membranophone, drums, drum_clamp, directly_struck_membranophone",A musical percussion instrument; usually consists of a hollow cylinder with a membrane stretched across each end,YES,,
,bn:00029060n,,"pas_de_deux, duet, pas_de_deus, grande_pas_de_deux, grand_pas_de_deux",(ballet) a dance for two people (usually a ballerina and a danseur noble),YES,,
,bn:00029083n,,dulciana,The organ stop having a tone of soft sweet string quality,YES,,
,bn:00029084n,,dulcimer,A stringed instrument used in American folk music; an elliptical body and a fretted fingerboard and three strings,YES,,
,bn:00029085n,,"dulcimer, hammered_dulcimer",A trapezoidal zither whose metal strings are struck with light hammers,YES,,
,bn:00029151n,,duple_time,Musical time with two beats in each bar,YES,,
,bn:00029294n,,"dynamic_headroom, headroom",The capacity of a system to reproduce loud sounds without distortion,YES,,
,bn:00029381n,,"tympanic_membrane, eardrum, ear_drum, myringa, tympanum, pars_densa, tympanic_membranes, anulus_tympanicus, eardrums, membrana_tympanica, umbo_membranae_tympanicae, pars_tensa, ear_drums, membrana_tympani, tympanic-membrane, timpanic_membrane, umbo_of_the_tympanic_membrane, typanic_membrane, branchial_membrane, tympanic_ear",The membrane in the ear that vibrates to sound,YES,,
,bn:00029420n,,earplug,An earphone that is inserted into the ear canal,YES,,
,bn:00029419n,,"earphone, headphone, earpiece, phone, headphones, earphones",Electro-acoustic transducer for converting electric signals into sounds; it is held over or inserted into the ear,YES,,
,bn:00029372n,,"ear, ears, 👂🏼, 👂🏻, 👂🏾, 👂🏽, 👂🏿, ear_embryology, development_of_the_ears, ear_diseases, embryonic_development_of_the_human_ear, human_ear, lughole, vestibulocochlear_organ, lugholes, 👂",The sense organ for hearing and equilibrium,YES,,
,bn:00029627n,,echo_chamber,An enclosed space for producing reverberation of a sound,YES,,
,bn:00029621n,,"echo, reverberation, sound_reflection, replication, spring_reverb, reverbation, reverberation_unit, plate_reverb, reverberation_level, reechoing, rt60, re-echoes, reverberate, echoing, reechoed, reverberant, re-echoed, re-echoing, echoed, duck's_quack, reverberation_time, reverb, reechoes, reecho",The repetition of a sound resulting from reflection of the sound waves,YES,,
,bn:00029988n,,"eighth_note, quaver, corchea, eighth-part-note, demi-soupir, quaver_rest, åttondelsnot, croche, ♪, ♫, eighth_rest, 𝄾, eighth-note, eighth_notes, achtel-note, 8th_note, attondelsnot",A musical note having the time value of an eighth of a whole note,YES,,
,bn:00030331n,,elevation,(ballet) the height of a dancer's leap or jump,YES,,
,bn:00030496n,,"mouthpiece, embouchure, embouchure_hole, jj_babbitt, pirouette, brass_mouthing, ambiture, crystal_mouthpiece, chops, emboucher, imboccatura, woodwind_mouthing",The aperture of a wind instrument into which the player blows directly,YES,,
,bn:00031042n,,"intermezzo, entr'acte, interlude",A brief show (music or dance etc) inserted between the sections of a longer performance,YES,,
,bn:00031281n,,"equal_temperament, 7-tet, equal_division_of_the_octave, gleichschwebende_temperatur, tempérament_égal, 5-tet, equal-tempered_scale, equal_tempered, equal-tempered_tuning, 5_tone_equal_temperament, fifth-tone, 36_equal_temperament, tempered_scale, 27_tone_equal_temperament, 46-tet, 29-tet, 16-tet, 29_equal_temperament, 7_equal_temperament, 16_equal_temperament, 46_equal_temperament, eighth-tone, equal_tempered_scale, eighth_tone, seventh-tone, 47_equal_temperament, equal-temperament, equal_temperment, 27-tone_equal_temperament, 7_tone_equal_temperament, 5-tone_equal_temperament, 36-tet, 7-tone_equal_temperament, equal-tempered, equally_tempered_tone_system, fifth_tone, 27_equal_temperament, 5_equal_temperament, equally_tempered, 48-tet",The division of the scale based on an octave that is divided into twelve exactly equal semitones,YES,,
,bn:00032171n,,executant,A performer (usually of musical works),YES,,
,bn:00032400n,,"style, expressive_style, art_style, styles_of_painting, painting_styles, visual_style, painting_style, stylizes, stylizer, stylizers, style_over_substance, style_in_visual_art, manner_of, stylisationally, stylisational, stylizings, stylisms, stylized, stylisations, stylize, stylises, styliser, stlye_in_art, stylising, style_in_art, stylisers, stylised, stylisings, visual_art_style, stylizations, stylism, stylized_art, style_of_art, stylizing, stylise",A way of expressing something (in language or art or music etc.) that is characteristic of a particular person or group of people or period,YES,,
