wn_synset,bn:id,lemmata EN,definition,lemmata DE,is it related to music?
,bn:03525697n,"australian_hip_hop, australian_hip-hop, 2000s_australian_rap, aussie_hip-hop, austrailian_hip-hop, australian_hiphop, 1990s_australian_hip_hop, 1990s_australian_rap, indigenous_australian_rap, ozhiphop, indigenous_australian_hip_hop, skip_hop, 2000s_australian_rap_music, 1980s_australian_rap, 2000s_australian_hip_hop, 1980s_australian_rap_music, australian_rap, 1980s_australian_hip_hop, rap_in_australian_politics, 1990s_australian_rap_music",Australian hip hop traces its origins to the early 1980s and is largely inspired by hip hop and other predominantly African-American musical genres from the United States.,hip-hop_in_australien,YES 
,bn:01909132n,"avant-garde_jazz, avant-jazz, experimental_jazz, avant_garde_jazz",Avant-garde jazz is a style of music and improvisation that combines avant-garde art music and composition with jazz.,avantgarde-jazz,YES 
,bn:01909132n,"avant-garde_jazz, avant-jazz, experimental_jazz, avant_garde_jazz",Avant-garde jazz is a style of music and improvisation that combines avant-garde art music and composition with jazz.,avantgarde_jazz,YES 
,bn:01909132n,"avant-garde_jazz, avant-jazz, experimental_jazz, avant_garde_jazz",Avant-garde jazz is a style of music and improvisation that combines avant-garde art music and composition with jazz.,experimenteller_jazz,YES 
,bn:02435368n,"experimental_rock, avant-garde_rock, avant-rock, experimental-rock, avant_rock","Experimental rock, also called avant-rock, is a subgenre of rock music that pushes the boundaries of common composition and performance technique or which experiments with the basic elements of the genre.",avantgarde-rock-gruppe,YES 
,bn:02435368n,"experimental_rock, avant-garde_rock, avant-rock, experimental-rock, avant_rock","Experimental rock, also called avant-rock, is a subgenre of rock music that pushes the boundaries of common composition and performance technique or which experiments with the basic elements of the genre.",avantgarde-rock,YES 
,bn:03506670n,"ave_verum_corpus, ave_verum","""Ave verum corpus"" is a short Eucharistic chant that has also been set to music by various composers.",ave_verum_corpus,YES 
,bn:03506670n,"ave_verum_corpus, ave_verum","""Ave verum corpus"" is a short Eucharistic chant that has also been set to music by various composers.",ave_verum,YES 
,bn:03199668n,bachata,"Bachata is a genre of Latin American music that originated in the Dominican Republic in the first half of the 20th century with primarily Spanish influences and also remnants of indigenous and African musical elements, representative of the cultural diversity of the Dominican Republic population.",bachata,YES 
,bn:01082469n,"baggy, baggy_/_madchester","Baggy was a name given to a British indie-dance genre popular in the late 1980s and early 1990s, with many of the artists referred to as ""baggy"" being bands from the Madchester scene.",baggy,YES 
,bn:00611683n,"baião, baiao, baião_music","Baião is a Northeastern Brazilian music genre and dance style based on a syncopated duple meter rhythm, based around the pulse of the zabumba, a flat, double-headed bass drum played with a mallet in one hand and a stick in the other, each striking the opposite head of the drum for alternating high and low notes, frequently accompanied by an accordion and a triangle pattern.",baião,YES
,bn:00611683n,"baião, baiao, baião_music","Baião is a Northeastern Brazilian music genre and dance style based on a syncopated duple meter rhythm, based around the pulse of the zabumba, a flat, double-headed bass drum played with a mallet in one hand and a stick in the other, each striking the opposite head of the drum for alternating high and low notes, frequently accompanied by an accordion and a triangle pattern.",baiao,YES
,bn:00785696n,baisha_xiyue,"Baisha xiyue is one of the two surviving forms of traditional music of the Naxi people of Lijiang, Yunnan Province, China, known as ""Naxi ancient music"".",baisha_xiyue,YES 
,bn:03720025n,bakersfield_sound,"The Bakersfield sound is a sub-genre of country music developed in the mid-to-late 1950s in and around Bakersfield, California.",bakersfield_sound,YES 
,bn:01527707n,"ballad_opera, ballad-opera, ballad_operas","The ballad opera is a genre of English stage entertainment that originated in the early 18th century, and continued to develop over the following century and later.",ballad_opera,YES 
,bn:01527707n,"ballad_opera, ballad-opera, ballad_operas","The ballad opera is a genre of English stage entertainment that originated in the early 18th century, and continued to develop over the following century and later.",ballade_oper,YES 
,bn:00943438n,baltimore_jazz,Optional.empty,baltimore_jazzszene,YES 
,bn:01640606n,"baroque_music, baroque, baroquesque_music, jesusurus, music_baroque, baroque_suite",Baroque music is a period or style of Western art music composed from approximately 1600 to 1750.,barock,YES 
,bn:01640606n,"baroque_music, baroque, baroquesque_music, jesusurus, music_baroque, baroque_suite",Baroque music is a period or style of Western art music composed from approximately 1600 to 1750.,barockmusik,YES 
,bn:01640606n,"baroque_music, baroque, baroquesque_music, jesusurus, music_baroque, baroque_suite",Baroque music is a period or style of Western art music composed from approximately 1600 to 1750.,spätbarock,YES 
,bn:01640606n,"baroque_music, baroque, baroquesque_music, jesusurus, music_baroque, baroque_suite",Baroque music is a period or style of Western art music composed from approximately 1600 to 1750.,frühbarock,YES 
,bn:01640606n,"baroque_music, baroque, baroquesque_music, jesusurus, music_baroque, baroque_suite",Baroque music is a period or style of Western art music composed from approximately 1600 to 1750.,generalbasszeitalter,YES 
,bn:01640606n,"baroque_music, baroque, baroquesque_music, jesusurus, music_baroque, baroque_suite",Baroque music is a period or style of Western art music composed from approximately 1600 to 1750.,musik_des_barock,YES 
,bn:01640606n,"baroque_music, baroque, baroquesque_music, jesusurus, music_baroque, baroque_suite",Baroque music is a period or style of Western art music composed from approximately 1600 to 1750.,barockkomponist,YES 
,bn:02004280n,"baroque_pop, baroque_rock, chamber_pop, bach_rock, baroque_n_roll, bach-rock",Baroque pop is a fusion genre that combines rock music with particular elements of classical music.,baroque_pop,YES 
,bn:02004280n,"baroque_pop, baroque_rock, chamber_pop, bach_rock, baroque_n_roll, bach-rock",Baroque pop is a fusion genre that combines rock music with particular elements of classical music.,barock_pop,YES 
,bn:02004280n,"baroque_pop, baroque_rock, chamber_pop, bach_rock, baroque_n_roll, bach-rock",Baroque pop is a fusion genre that combines rock music with particular elements of classical music.,barocken_rock,YES 
,bn:03083586n,"uk_bass, bass_music, post-dubstep","UK bass, also called bass music, is club music that emerged in the United Kingdom during the mid-2000s under the influence of diverse genres such as house, grime, dubstep, UK garage, R&B, and UK funky.",bass-musik,YES 
,bn:03083586n,"uk_bass, bass_music, post-dubstep","UK bass, also called bass music, is club music that emerged in the United Kingdom during the mid-2000s under the influence of diverse genres such as house, grime, dubstep, UK garage, R&B, and UK funky.",bass_musik,YES 
,bn:01240031n,batucada,"Batucada is a substyle of samba and refers to an African-influenced Brazilian percussive style, usually performed by an ensemble, known as a bateria.",batucada,YES
,bn:01063911n,"bay_area_thrash_metal, bay_area_thrash, bay_area_thrash_scene",Bay Area thrash metal referred to a steady following of heavy metal bands in the 1980s who formed and gained international status in the San Francisco Bay Area in California.,bay_area_thrash_metal,YES 
,bn:01063911n,"bay_area_thrash_metal, bay_area_thrash, bay_area_thrash_scene",Bay Area thrash metal referred to a steady following of heavy metal bands in the 1980s who formed and gained international status in the San Francisco Bay Area in California.,bay_area_thrash,YES 
,bn:03183804n,"beat_music, british_beat, merseybeat, beat_combo, the_mersey_sound, mersey_sound, beat-group, beat_boom, beat_group, tottenham_sound, beat_band",A pop and rock music genre that developed in the United Kingdom in the early 1960s.,beatmusik,YES 
,bn:03183804n,"beat_music, british_beat, merseybeat, beat_combo, the_mersey_sound, mersey_sound, beat-group, beat_boom, beat_group, tottenham_sound, beat_band",A pop and rock music genre that developed in the United Kingdom in the early 1960s.,beat,YES 
,bn:03183804n,"beat_music, british_beat, merseybeat, beat_combo, the_mersey_sound, mersey_sound, beat-group, beat_boom, beat_group, tottenham_sound, beat_band",A pop and rock music genre that developed in the United Kingdom in the early 1960s.,beat-musik,YES 
,bn:03183804n,"beat_music, british_beat, merseybeat, beat_combo, the_mersey_sound, mersey_sound, beat-group, beat_boom, beat_group, tottenham_sound, beat_band",A pop and rock music genre that developed in the United Kingdom in the early 1960s.,beat-gruppe,YES 
,bn:03341056n,"bélé, bele, bélé_soté, bele_sote, bélé_rickety, bele_contredanse, tambou_bèlè, tambou_bélé, bele_priorite, bèlè, danm, bélé_contredanse, bele_djouba, tambour_bélé, bélé_djouba, bélé_pitjé, kavalyé, bele_rickety, bele_pitje, kavalye, tambour_bele, bélé_priòrité","A bélé is a folk dance and music from Martinique, St. Lucia, Dominica, Haiti, and Guadeloupe.",bélé,YES 
,bn:03341056n,"bélé, bele, bélé_soté, bele_sote, bélé_rickety, bele_contredanse, tambou_bèlè, tambou_bélé, bele_priorite, bèlè, danm, bélé_contredanse, bele_djouba, tambour_bélé, bélé_djouba, bélé_pitjé, kavalyé, bele_rickety, bele_pitje, kavalye, tambour_bele, bélé_priòrité","A bélé is a folk dance and music from Martinique, St. Lucia, Dominica, Haiti, and Guadeloupe.",bele,YES 
,bn:00463882n,benga_music,Benga is a genre of Kenyan popular music.,benga_musik,YES 
,bn:02486527n,bergerette,"A bergerette, or shepherdess' air, is a form of early rustic French song.",bergerette,YES 
,bn:01229880n,"big_beat, chemical_breaks, breaks/chemical, big-beat, bigbeat",Big beat is an electronic music genre that usually uses heavy breakbeats and synthesizer-generated loops and patterns – common to acid house/techno.,big_beat,YES 
,bn:01229880n,"big_beat, chemical_breaks, breaks/chemical, big-beat, bigbeat",Big beat is an electronic music genre that usually uses heavy breakbeats and synthesizer-generated loops and patterns – common to acid house/techno.,big_beatz,YES 
,bn:01229880n,"big_beat, chemical_breaks, breaks/chemical, big-beat, bigbeat",Big beat is an electronic music genre that usually uses heavy breakbeats and synthesizer-generated loops and patterns – common to acid house/techno.,big_beats,YES 
,bn:00784281n,biguine,"Biguine is a rhythm-centric style of music that originated from Saint-Pierre, Martinique in the 19th century.",biguine,YES 
,bn:00784281n,biguine,"Biguine is a rhythm-centric style of music that originated from Saint-Pierre, Martinique in the 19th century.",beguine,YES 
,bn:00784281n,biguine,"Biguine is a rhythm-centric style of music that originated from Saint-Pierre, Martinique in the 19th century.",béguine,YES 
,bn:00378072n,bikutsi,Bikutsi is a musical genre from Cameroon.,bikutsi,YES 
,bn:02075431n,bitpop,"Bitpop is a type of electronic music and subgenre of chiptune music, where at least part of the music is made using the sound chips of old 8-bit computers and video game consoles.",bitpop,YES 
,bn:02075431n,bitpop,"Bitpop is a type of electronic music and subgenre of chiptune music, where at least part of the music is made using the sound chips of old 8-bit computers and video game consoles.",picopop,YES 
,bn:03263545n,"black_metal, black_'n'_roll, melodic_black_metal, pakistani_metal, black_metal_music, atmospheric_black_metal, black_ambient, kvlt, norscore, experimental_black_metal, folk/black_metal, folk_black_metal, war_metal, norsecore, avant-garde_black_metal, blackened_thrash_metal, neckbeard_deathcamp, satanic_metal, red_and_anarchist_black_metal, black_metal_band, mass_murder_metal, blackened_hardcore, second_wave_black_metal, melodic_black/death, melodic_blackened_death_metal, blackened_thrash, black-doom_metal, blackened_melodic_death_metal, ambient_black_metal, mortuary_drape, psychedelic_black_metal, suicidal_black_metal, blackened_grindcore, depressive_suicidal_black_metal, first_wave_black_metal, depressive_black_metal, blackmetal, dsbm, the_101_rules_of_black_metal, black-thrash, american_black_metal, australian_war_metal, hellish_metal, second-wave_black_metal, black_and_roll",Black metal is an extreme subgenre of heavy metal music.,black_metal,YES 
