wn_synset,bn:id,pos,lemmata EN,definition,lemmata NL,is it related to music?,note,removed EN,removed NL
,bn:00081005n,,"whimper, whine",A complaint uttered in a plaintive whining way,gezeik,YES,,,
,bn:00081005n,,"whimper, whine",A complaint uttered in a plaintive whining way,gemier,YES,,,
,bn:00081005n,,"whimper, whine",A complaint uttered in a plaintive whining way,geëmmer,YES,,,
,bn:00081005n,,"whimper, whine",A complaint uttered in a plaintive whining way,gezemel,YES,,,
,bn:00081005n,,"whimper, whine",A complaint uttered in a plaintive whining way,gejengel,YES,,,
,bn:00081005n,,"whimper, whine",A complaint uttered in a plaintive whining way,gezanik,YES,,,
,bn:00081005n,,"whimper, whine",A complaint uttered in a plaintive whining way,gezeur,YES,,,
,bn:00081005n,,"whimper, whine",A complaint uttered in a plaintive whining way,gekanker,YES,,,
,bn:00081005n,,"whimper, whine",A complaint uttered in a plaintive whining way,gemekker,YES,,,
,bn:00081005n,,"whimper, whine",A complaint uttered in a plaintive whining way,gemaal,YES,,,
,bn:00081005n,,"whimper, whine",A complaint uttered in a plaintive whining way,gezever,YES,,,
,bn:00081005n,,"whimper, whine",A complaint uttered in a plaintive whining way,geouwehoer,YES,,,
,bn:00081005n,,"whimper, whine",A complaint uttered in a plaintive whining way,geteem,YES,,,
,bn:00081005n,,"whimper, whine",A complaint uttered in a plaintive whining way,zeuren,YES,,,
,bn:00081005n,,"whimper, whine",A complaint uttered in a plaintive whining way,janken,YES,,,
,bn:00057218n,,"whicker, whinny, nicker, neigh",The characteristic sounds made by a horse,hinniken,YES,,,
,bn:00057218n,,"whicker, whinny, nicker, neigh",The characteristic sounds made by a horse,gehinnik,YES,,,
,bn:00057218n,,"whicker, whinny, nicker, neigh",The characteristic sounds made by a horse,hinnik,YES,,,
,bn:00057218n,,"whicker, whinny, nicker, neigh",The characteristic sounds made by a horse,giechelen,YES,,,
,bn:00080947n,,whack,The sound made by a sharp swift blow,klop,YES,,,
,bn:03452975n,,"western_swing, country/western_swing, country_swing, texas_swing",Western swing music is a subgenre of American country music that originated in the late 1920s in the West and South among the region's Western string bands.,western_swing,YES,,,
,bn:00330211n,,"western_music, cowboy_music, music_of_the_american_and_canadian_wests, western_song, cowboy_songs, list_of_famous_cowboy_songs",Western music is a form of country music composed by and about the people who settled and worked throughout the Western United States and Western Canada.,cowboy_muziek,YES,,,
,bn:00330211n,,"western_music, cowboy_music, music_of_the_american_and_canadian_wests, western_song, cowboy_songs, list_of_famous_cowboy_songs",Western music is a form of country music composed by and about the people who settled and worked throughout the Western United States and Western Canada.,westerse_muziek,YES,,,
,bn:00550723n,,"western_concert_flute, boehm_flute, c_flute, transverse_flute, concert_flute, orchestral_flute, flute, german_flute, kingma_system_flute, kingma_flute, giorgi_flute, baroque_flute, kingma_system, flauto_traverso, western_flute, traversiere, modern_flute, querflöte, traverso","The Western concert flute (also called transverse flute, C flute or Boehm flute) is a side-blown woodwind instrument made of metal or wood.",dwarsfluit,YES,,,
,bn:00550723n,,"western_concert_flute, boehm_flute, c_flute, transverse_flute, concert_flute, orchestral_flute, flute, german_flute, kingma_system_flute, kingma_flute, giorgi_flute, baroque_flute, kingma_system, flauto_traverso, western_flute, traversiere, modern_flute, querflöte, traverso","The Western concert flute (also called transverse flute, C flute or Boehm flute) is a side-blown woodwind instrument made of metal or wood.",concert_fluit,YES,,,
,bn:00550723n,,"western_concert_flute, boehm_flute, c_flute, transverse_flute, concert_flute, orchestral_flute, flute, german_flute, kingma_system_flute, kingma_flute, giorgi_flute, baroque_flute, kingma_system, flauto_traverso, western_flute, traversiere, modern_flute, querflöte, traverso","The Western concert flute (also called transverse flute, C flute or Boehm flute) is a side-blown woodwind instrument made of metal or wood.",flauto_traverso,YES,,,
,bn:00550723n,,"western_concert_flute, boehm_flute, c_flute, transverse_flute, concert_flute, orchestral_flute, flute, german_flute, kingma_system_flute, kingma_flute, giorgi_flute, baroque_flute, kingma_system, flauto_traverso, western_flute, traversiere, modern_flute, querflöte, traverso","The Western concert flute (also called transverse flute, C flute or Boehm flute) is a side-blown woodwind instrument made of metal or wood.",westerse_concert_fluit,YES,,,
,bn:00550723n,,"western_concert_flute, boehm_flute, c_flute, transverse_flute, concert_flute, orchestral_flute, flute, german_flute, kingma_system_flute, kingma_flute, giorgi_flute, baroque_flute, kingma_system, flauto_traverso, western_flute, traversiere, modern_flute, querflöte, traverso","The Western concert flute (also called transverse flute, C flute or Boehm flute) is a side-blown woodwind instrument made of metal or wood.",barok_fluit,YES,,,
,bn:00550723n,,"western_concert_flute, boehm_flute, c_flute, transverse_flute, concert_flute, orchestral_flute, flute, german_flute, kingma_system_flute, kingma_flute, giorgi_flute, baroque_flute, kingma_system, flauto_traverso, western_flute, traversiere, modern_flute, querflöte, traverso","The Western concert flute (also called transverse flute, C flute or Boehm flute) is a side-blown woodwind instrument made of metal or wood.",traverso,YES,,,
,bn:00284803n,,"west_end_theatre, west_end_musical, theatre_in_london, west_end, theatreland, west_end_theatres, london_stage, west_end_production, london_theatre, west_end_theater, west_end_play, west_end_revival, west_end_stage",West End theatre is mainstream professional theatre staged in the large theatres in and near the West End of London.,theaterland,YES,,,
,bn:00284803n,,"west_end_theatre, west_end_musical, theatre_in_london, west_end, theatreland, west_end_theatres, london_stage, west_end_production, london_theatre, west_end_theater, west_end_play, west_end_revival, west_end_stage",West End theatre is mainstream professional theatre staged in the large theatres in and near the West End of London.,west_end_theater,YES,,,
,bn:01716682n,,west_coast_jazz,West Coast jazz refers to styles of jazz that developed in Los Angeles and San Francisco during the 1950s.,west_coast_jazz,YES,,,
,bn:01716682n,,west_coast_jazz,West Coast jazz refers to styles of jazz that developed in Los Angeles and San Francisco during the 1950s.,westcoast-jazz,YES,,,
,bn:01716682n,,west_coast_jazz,West Coast jazz refers to styles of jazz that developed in Los Angeles and San Francisco during the 1950s.,west_coast,YES,,,
,bn:00952845n,,"west_coast_hip_hop, west_coast_hip-hop, west_coast_rap, mobb_music, bay_area_rappers, california_rap, westcoast_hip_hop, westcoast_rap, mobb, west_coast_rap-history, california_hip_hop, mixmaster_spade, west_coast_rapper, bay_area_rapper",West Coast hip hop is a regional genre of hip hop music that encompasses any artists or music that originated in the West Coast region of the United States.,west_coast-hiphop,YES,,,
,bn:00952845n,,"west_coast_hip_hop, west_coast_hip-hop, west_coast_rap, mobb_music, bay_area_rappers, california_rap, westcoast_hip_hop, westcoast_rap, mobb, west_coast_rap-history, california_hip_hop, mixmaster_spade, west_coast_rapper, bay_area_rapper",West Coast hip hop is a regional genre of hip hop music that encompasses any artists or music that originated in the West Coast region of the United States.,west_coast_hiphop,YES,,,
,bn:00952845n,,"west_coast_hip_hop, west_coast_hip-hop, west_coast_rap, mobb_music, bay_area_rappers, california_rap, westcoast_hip_hop, westcoast_rap, mobb, west_coast_rap-history, california_hip_hop, mixmaster_spade, west_coast_rapper, bay_area_rapper",West Coast hip hop is a regional genre of hip hop music that encompasses any artists or music that originated in the West Coast region of the United States.,west_coast_rap,YES,,,
,bn:00952845n,,"west_coast_hip_hop, west_coast_hip-hop, west_coast_rap, mobb_music, bay_area_rappers, california_rap, westcoast_hip_hop, westcoast_rap, mobb, west_coast_rap-history, california_hip_hop, mixmaster_spade, west_coast_rapper, bay_area_rapper",West Coast hip hop is a regional genre of hip hop music that encompasses any artists or music that originated in the West Coast region of the United States.,west_coast_hip_hop,YES,,,
,bn:00952845n,,"west_coast_hip_hop, west_coast_hip-hop, west_coast_rap, mobb_music, bay_area_rappers, california_rap, westcoast_hip_hop, westcoast_rap, mobb, west_coast_rap-history, california_hip_hop, mixmaster_spade, west_coast_rapper, bay_area_rapper",West Coast hip hop is a regional genre of hip hop music that encompasses any artists or music that originated in the West Coast region of the United States.,west_coast,YES,,,
,bn:00952845n,,"west_coast_hip_hop, west_coast_hip-hop, west_coast_rap, mobb_music, bay_area_rappers, california_rap, westcoast_hip_hop, westcoast_rap, mobb, west_coast_rap-history, california_hip_hop, mixmaster_spade, west_coast_rapper, bay_area_rapper",West Coast hip hop is a regional genre of hip hop music that encompasses any artists or music that originated in the West Coast region of the United States.,westcoast_rap,YES,,,
,bn:00952845n,,"west_coast_hip_hop, west_coast_hip-hop, west_coast_rap, mobb_music, bay_area_rappers, california_rap, westcoast_hip_hop, westcoast_rap, mobb, west_coast_rap-history, california_hip_hop, mixmaster_spade, west_coast_rapper, bay_area_rapper",West Coast hip hop is a regional genre of hip hop music that encompasses any artists or music that originated in the West Coast region of the United States.,westcoasthiphop,YES,,,
,bn:00952845n,,"west_coast_hip_hop, west_coast_hip-hop, west_coast_rap, mobb_music, bay_area_rappers, california_rap, westcoast_hip_hop, westcoast_rap, mobb, west_coast_rap-history, california_hip_hop, mixmaster_spade, west_coast_rapper, bay_area_rapper",West Coast hip hop is a regional genre of hip hop music that encompasses any artists or music that originated in the West Coast region of the United States.,west_coast_hip-hop,YES,,,
,bn:00962690n,,"west_coast_blues, western_blues","The West Coast blues is a type of blues influenced by jazz and jump blues, with strong piano-dominated sounds and jazzy guitar solos, which originated from Texas blues players who relocated to California in the 1940s.",west_coast_blues,YES,,,
,bn:03345993n,,"waulking_song, oran_luaidh, òrain_luaidh","Waulking songs are Scottish folk songs, traditionally sung in the Gaelic language by women while fulling cloth.",waulking_song,YES,,,
,bn:03345993n,,"waulking_song, oran_luaidh, òrain_luaidh","Waulking songs are Scottish folk songs, traditionally sung in the Gaelic language by women while fulling cloth.",waulking_lied,YES,,,
,bn:01235758n,,"waterphone, ocean_harp, aquaphone, oceanharp, water_phone",A waterphone is a type of inharmonic acoustic tuned idiophone consisting of a stainless steel resonator bowl or pan with a cylindrical neck and bronze rods of different lengths and diameters around the rim of the bowl.,waterphone,YES,,,
,bn:00080599n,,"water_hammer, fluid_hammer, hydraulic_shock, cavitation_hammer, steam_hammer",The banging sound of steam in pipes,waterslag,YES,,,
,bn:03800970n,,"water_drum, cataquí, midegwakikoon, mitigwakik, mide_drum, water-drum, waterdrum",Water drums are a category of membranophone characterized by the filling of the drum chamber with some amount of water to create a unique resonant sound.,water_trommel,YES,,,
,bn:03544145n,,"warabe_uta, warabe-uta","Warabe uta are traditional Japanese songs, similar to nursery rhymes.",warabe_uta,YES,,,
,bn:00735193n,,"war_song, military_song, military_songs, war_songs, world_war_i_song","A war song is a musical composition that relates to war, or a society's attitudes towards war.",oorlog_lied,YES,,,
,bn:00080427n,,waltzer,A dancer who waltzes,walser,YES,,,
,bn:00079505n,,"waltz, valse, hesitation_waltz, waltz_dance, waltzes, valzer, waltzing, english_waltz, valčík",A ballroom dance in triple time with a strong accent on the first beat,wals,YES,,,
,bn:00079505n,,"waltz, valse, hesitation_waltz, waltz_dance, waltzes, valzer, waltzing, english_waltz, valčík",A ballroom dance in triple time with a strong accent on the first beat,walsen,YES,,,
,bn:00079505n,,"waltz, valse, hesitation_waltz, waltz_dance, waltzes, valzer, waltzing, english_waltz, valčík",A ballroom dance in triple time with a strong accent on the first beat,valse,YES,,,
,bn:00067511n,,"wake-up_signal, reveille",(military) signal to wake up,wake-up-signaal,YES,,,
,bn:02038690n,,waka_music,Waka music is a popular Islamic-oriented Yoruba musical genre.,waka_muziek,YES,,,
,bn:02487308n,,"wah-wah_pedal, wah_wah_pedal, wa-wa_pedal, wah_wah_guitar, wah_pedal, wa_pedal, wawa_pedal","A wah-wah pedal is a type of electric guitar effects pedal that alters the tone and frequencies of the guitar signal to create a distinctive sound, mimicking the human voice saying the onomatopoeic name ""wah-wah"".",wah_pedaal,YES,,,
,bn:02487308n,,"wah-wah_pedal, wah_wah_pedal, wa-wa_pedal, wah_wah_guitar, wah_pedal, wa_pedal, wawa_pedal","A wah-wah pedal is a type of electric guitar effects pedal that alters the tone and frequencies of the guitar signal to create a distinctive sound, mimicking the human voice saying the onomatopoeic name ""wah-wah"".",wah-wah_pedaal,YES,,,
